,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta
L3160,3.7697973e-06,7.537019e-07,1.1409866e-06,1.0417425e-06,3.1101808e-07,7.7983714e-08,1.7462298e-08,6.071932e-07,1.5090336e-07,9.662472e-08,1.7741695e-07,8.237839e-08,2.1881715e-07,9.968062e-09,3.2712705e-08,1.0782969e-08,1.4377292e-08,5.1950337e-09,3.9377483e-08,2.0299922e-08,5.2386895e-10,4.4165063e-08,9.188079e-08
L1050,2.2634777e-07,1.48575054e-08,1.2405508e-08,5.3769327e-09,2.910383e-11,3.6379788e-11,4.3655746e-11,8.731149e-11,6.548362e-11,1.09139364e-10,1.09139364e-10,1.09139364e-10,3.6379788e-11,7.275958e-12,3.6379788e-11,1.0186341e-10,2.910383e-11,1.4551915e-11,4.3655746e-11,2.1827873e-11,0.0,8.731149e-11,5.820766e-11
L1051,0.0003291876,0.00026232935,0.00036420906,8.2096085e-07,6.21099e-05,3.3830293e-06,2.118526e-05,2.3410656e-05,2.1355227e-05,1.3221521e-05,2.8021634e-05,1.0051765e-05,1.531886e-05,4.9023423e-05,2.3474917e-05,5.7379715e-05,1.8335879e-05,2.8342009e-05,1.8510967e-05,1.1418946e-05,1.0166317e-05,2.7252361e-05,5.6293327e-05
L1056,0.00039186142,0.00036489335,0.00033709686,9.776559e-07,1.2677629e-06,1.3255049e-06,1.3383105e-06,3.21283e-06,1.372071e-06,2.474524e-06,2.2731256e-06,2.249144e-06,6.472692e-07,6.3097104e-08,6.160699e-07,2.7052592e-06,1.791399e-06,2.4447218e-07,1.2286473e-06,2.3236498e-07,5.448237e-08,2.049841e-06,7.778872e-07
L1160,0.00020369818,0.0003102927,0.00028879778,1.0444783e-06,1.5478581e-06,1.4486723e-06,1.4828984e-06,3.5457779e-06,1.3697427e-06,2.0298176e-06,1.598848e-06,1.8060673e-06,4.917383e-07,2.1699816e-07,4.4587068e-07,2.6153866e-06,2.346933e-06,2.3748726e-07,1.3827812e-06,5.797483e-08,3.213063e-08,1.8973369e-06,4.810281e-07
L1200,0.00032912008,0.0002736724,0.00014176732,1.1296943e-06,6.738445e-05,3.496185e-06,2.2323336e-05,2.8344803e-05,2.3065135e-05,1.3888348e-05,3.0275434e-05,1.1051539e-05,1.6718172e-05,5.293172e-05,2.5370624e-05,6.11986e-05,1.810491e-05,3.0689407e-05,1.9808766e-05,1.3191719e-05,1.1268072e-05,3.0027237e-05,6.171921e-05
L1261,5.0931703e-10,2.2555469e-10,2.6193447e-10,4.3655746e-11,2.1827873e-11,4.3655746e-11,4.3655746e-11,1.0186341e-10,4.3655746e-11,1.09139364e-10,1.2369128e-10,1.09139364e-10,2.910383e-11,1.4551915e-11,2.910383e-11,1.0186341e-10,2.910383e-11,1.4551915e-11,3.6379788e-11,1.4551915e-11,0.0,8.731149e-11,4.3655746e-11
L1507,0.00014804397,1.9017607e-05,7.3821284e-05,6.3207e-05,5.7982747e-05,1.2731645e-05,1.8556602e-06,0.0002884292,3.9217062e-05,3.1739473e-05,2.582604e-05,1.364667e-05,2.1610875e-05,8.2582235e-05,3.482867e-05,8.358061e-05,0.00031787623,2.7136877e-05,0.0001836298,0.00053930003,1.4919788e-06,2.1264888e-05,3.4042634e-05
L1508,0.00019045593,2.3650937e-05,7.861713e-05,6.852811e-05,5.970383e-05,1.1168886e-05,1.13621354e-07,0.0002757418,4.516542e-05,3.1118747e-05,2.075173e-05,9.518117e-06,1.9818544e-05,8.42968e-05,4.056655e-05,7.26697e-05,0.00029347744,2.6404858e-05,0.00018984638,0.00051817205,8.4284693e-07,1.8465333e-05,3.2478012e-05
L1559,5.5111246e-05,1.0606367e-05,3.8968865e-06,3.1349948e-05,4.2481115e-05,9.662472e-07,3.1745294e-05,5.7094498e-05,1.5683938e-05,3.260863e-05,6.0120597e-05,5.7443976e-06,2.414221e-06,1.4311634e-05,2.8647482e-06,1.993985e-05,3.0982774e-06,2.4812762e-06,1.0889256e-05,3.1273812e-05,3.6489218e-06,1.0698102e-05,2.9696617e-05
L1624,6.380188e-05,1.0250369e-06,9.347452e-06,2.8827926e-05,3.9572362e-05,5.6241406e-06,2.3668748e-05,6.429781e-05,1.2843753e-05,1.5586964e-05,7.716089e-05,1.6510021e-06,2.2762688e-06,4.027621e-06,3.941008e-06,7.1788672e-06,5.9435843e-06,3.6441488e-06,2.9498478e-06,2.0997715e-05,3.5336707e-06,2.7008355e-08,1.226773e-05
L1985,0.00021270127,0.0003010966,0.00039724004,,,,,,,,,,,,,,,,,,,,
L2413,1.5482306e-05,2.7008355e-08,4.893681e-05,8.921139e-06,0.0011123372,0.00034895726,0.0010647553,0.00018140627,2.561137e-09,2.7939677e-09,1.8626451e-09,1.0153046e-05,0.00041716406,6.2864274e-09,1.6298145e-09,6.7520887e-09,1.8626451e-09,4.7730282e-08,1.9324943e-08,7.357448e-08,8.195639e-08,2.8172508e-08,0.0003425749
L2892,0.00018654345,2.1885615e-05,6.429991e-05,7.028179e-05,6.291829e-05,1.5256461e-05,2.9951334e-06,0.00021049939,4.2744912e-05,1.1058524e-05,4.7902577e-06,5.136244e-07,7.676892e-06,7.077167e-05,4.7769863e-05,5.438784e-05,0.00023680925,2.792757e-05,0.00017438224,0.00043175742,3.320165e-07,4.2072497e-06,1.2080651e-05
L3102,3.1726784e-05,0.00037420308,0.00037432957,2.8935028e-07,2.6402995e-07,3.7479913e-07,3.684545e-07,9.0833055e-07,4.5599882e-07,1.0548392e-06,1.112232e-06,9.933137e-07,3.0879164e-07,5.727634e-08,2.9581133e-07,9.4540883e-07,3.078021e-07,8.88831e-08,3.3777906e-07,1.6973354e-07,3.0035153e-08,7.7195e-07,4.2584725e-07
L590,0.00027627265,0.00034612464,0.00017980626,0.00021353224,0.000119649805,6.994698e-05,1.457613e-05,0.00044164667,0.00014194753,0.00022953795,0.00027288427,0.00018538837,0.00036840327,1.6595703e-05,1.2465287e-05,5.324371e-06,1.4519319e-05,1.5702099e-06,1.7683953e-05,1.13977585e-05,1.6088597e-07,2.8087758e-05,3.1394185e-05
L592,0.00013326178,0.0003513603,7.420592e-05,3.585592e-06,3.5255216e-06,2.275221e-06,1.1189841e-06,0.00014149048,3.4987694e-05,3.335625e-05,4.999875e-05,2.7706847e-05,6.543496e-05,2.2584805e-05,4.2184256e-06,1.3406388e-06,1.534354e-07,9.1199763e-07,4.9886294e-06,2.462184e-06,6.984919e-08,3.880821e-06,1.09935645e-05
L646,0.00026879506,0.0003482732,0.00018214947,0.00021551782,0.000118083786,6.9266185e-05,1.4504418e-05,0.0004439135,0.00014252285,0.00022949441,0.0002732952,0.00018551154,0.0003689807,1.6552862e-05,1.2307428e-05,5.243579e-06,1.4438527e-05,1.5464611e-06,1.7388724e-05,1.1194032e-05,1.587905e-07,2.7756207e-05,3.0932715e-05
L920,1.9322972e-05,5.5782803e-06,5.1542593e-06,1.057997e-07,5.0745e-06,3.397865e-06,5.518523e-07,7.1081085e-06,1.4951365e-06,1.3057652e-06,2.62291e-07,4.376343e-07,2.4608744e-07,1.224762e-07,1.0244839e-06,3.9071165e-07,6.018381e-07,1.4236139e-07,1.3098761e-06,9.749347e-07,5.988113e-09,1.6112899e-06,2.3982357e-06
L927,9.002461e-05,3.148924e-05,2.4134672e-05,6.5756612e-06,1.6776903e-05,1.3193494e-05,5.3562107e-06,4.8365095e-05,8.778414e-06,6.7899236e-06,3.228779e-06,3.2986281e-06,5.216629e-06,1.2319651e-06,6.5448694e-06,1.756649e-06,5.5506243e-06,1.3657263e-06,7.5133285e-06,3.9905426e-06,1.1303928e-07,9.521085e-06,1.6731385e-05
L1368,7.7765435e-07,2.7939677e-09,7.5444113e-06,4.4051558e-07,4.3711625e-05,1.2820819e-05,0.00018932973,0.00028240448,2.8987415e-07,2.9662624e-07,2.302695e-07,2.059131e-05,0.0006078116,6.193295e-08,1.816079e-08,7.0780516e-08,1.7695129e-08,4.7823414e-07,1.937151e-07,7.338822e-07,8.190982e-07,2.7753413e-07,0.00062046014
L1371,6.002374e-07,2.7939677e-09,1.7567072e-06,3.2782555e-07,2.835691e-05,5.688984e-06,0.00015821983,0.00013058097,2.826564e-07,2.8964132e-07,2.2421591e-07,8.453615e-06,0.00027599372,4.377216e-08,1.2805685e-08,5.005859e-08,1.21071935e-08,3.3411197e-07,1.352746e-07,5.129259e-07,5.729962e-07,1.9418076e-07,0.00028383103
L1377,1.1934899e-06,4.1909516e-09,1.2092758e-05,6.770715e-07,6.774627e-05,2.0210166e-05,0.00028917426,0.00019137422,4.656613e-07,4.763715e-07,3.6880374e-07,1.4793593e-05,0.000760362,6.519258e-08,1.9092113e-08,7.497147e-08,1.8626451e-08,5.0477684e-07,2.0395964e-07,7.7392906e-07,8.6426735e-07,2.933666e-07,0.00049592135
L1380,1.2163073e-06,4.1909516e-09,1.1056196e-05,6.859191e-07,6.740494e-05,1.9328669e-05,0.00029862393,0.00022214418,4.861504e-07,4.9639493e-07,3.8556755e-07,1.4610589e-05,0.0006799316,7.0780516e-08,2.0489097e-08,8.1025064e-08,2.0023435e-08,5.438924e-07,2.2025779e-07,8.3399937e-07,9.308569e-07,3.1571835e-07,0.0004907041
L1381,1.816079e-06,7.450581e-09,1.2812205e-05,1.0151416e-06,9.576138e-05,2.5018118e-05,0.00045684725,0.0003527254,7.683411e-07,7.869676e-07,6.100163e-07,2.3064204e-05,0.0009559239,1.1455268e-07,3.306195e-08,1.3038516e-07,3.213063e-08,8.777715e-07,3.5623088e-07,1.3476238e-06,1.5045516e-06,5.085021e-07,0.000774533
L1382,1.8803403e-06,6.519258e-09,1.3479963e-05,1.0496005e-06,9.9398196e-05,2.6119873e-05,0.00047221966,0.00034872442,7.953495e-07,8.130446e-07,6.2957406e-07,2.2855587e-05,0.0009474857,1.1827797e-07,3.4924597e-08,1.3643876e-07,3.259629e-08,9.126961e-07,3.6973506e-07,1.4021061e-06,1.5655532e-06,5.3131953e-07,0.00076822564
L1387,4.92204e-07,4.656613e-09,7.188367e-05,3.646128e-07,8.599926e-05,5.447073e-05,0.00017372798,0.00034750812,6.011687e-07,6.1420724e-07,4.763715e-07,2.0195264e-05,0.0008339193,8.754432e-08,2.561137e-08,1.0058284e-07,2.4214387e-08,6.7427754e-07,2.7241185e-07,1.0337681e-06,1.1553057e-06,3.9162114e-07,0.00067973183
L1389,4.8498623e-06,2.3283064e-09,0.00022911886,2.8978102e-06,0.00041072024,0.00019172672,0.00034389785,0.00026742788,2.4260953e-07,2.4819747e-07,1.9324943e-07,1.475215e-05,0.0006097364,3.0500814e-08,9.313226e-09,3.5157427e-08,8.8475645e-09,2.3539178e-07,9.5693395e-08,3.6112033e-07,4.0302984e-07,1.3690442e-07,0.00049751205
L1391,4.411675e-06,0.0,0.00022674678,2.6496127e-06,0.00038720388,0.0001853779,0.00022689998,0.0002495558,4.5076013e-07,4.6100467e-07,3.5576522e-07,1.3916753e-05,0.00057480345,6.7055225e-08,1.9092113e-08,7.7299774e-08,1.7695129e-08,5.122274e-07,2.0675361e-07,7.878989e-07,8.8009983e-07,2.9755756e-07,0.0004710951
L1394,7.08038e-07,2.561137e-09,7.5800344e-06,4.02797e-07,4.0725805e-05,1.2404984e-05,0.00017030165,,,,,,,,,,,,,,,,
L1399,1.1676457e-07,4.0745363e-10,1.2506498e-06,6.647315e-08,6.7208894e-06,2.0480365e-06,2.8164068e-05,2.6731403e-05,4.9651135e-08,5.0873496e-08,3.9523e-08,1.7489656e-05,2.215727e-05,8.731149e-09,2.6775524e-09,1.0069925e-08,2.6193447e-09,6.792834e-08,2.7532224e-08,1.040753e-07,1.1612428e-07,3.9406586e-08,0.00040198863
L1402,4.976755e-08,1.891749e-10,5.331385e-07,2.8318027e-08,2.8657087e-06,8.7376975e-07,1.2040051e-05,2.0182255e-05,2.2162567e-08,2.264278e-08,1.7651473e-08,1.7912913e-05,9.448733e-06,3.7252903e-09,1.1496013e-09,4.278263e-09,1.1350494e-09,2.9016519e-08,1.17579475e-08,4.44561e-08,4.960748e-08,1.6822014e-08,0.00038992296
L1411,1.3608951e-07,4.656613e-10,1.4540274e-06,7.741619e-08,7.822411e-06,2.381159e-06,3.2566488e-05,9.992113e-05,4.2957254e-08,4.3655746e-08,3.3294782e-08,1.9830884e-05,1.8623541e-05,7.683411e-09,1.9790605e-09,8.96398e-09,1.7462298e-09,5.6810677e-08,2.2933818e-08,8.742791e-08,9.778887e-08,3.282912e-08,0.00042781187
L1415,7.727649e-07,2.7939677e-09,8.271774e-06,4.398171e-07,4.444481e-05,1.3536308e-05,0.00018580165,5.0306087e-05,3.0291267e-07,3.1059608e-07,2.400484e-07,1.844624e-05,0.00013871584,5.5180863e-08,1.6065314e-08,6.2864274e-08,1.5832484e-08,4.2421743e-07,1.7182902e-07,6.505288e-07,7.257331e-07,2.4633482e-07,0.0003669639
L1433,1.1356431e-05,2.5494955e-08,7.070834e-06,,,,,,,,,,,,,,,,,,,,
L1525,0.00028762547,0.00015173806,6.796233e-05,0.00013085222,1.5524216e-05,3.1350646e-05,0.00041423272,1.0309741e-06,3.3643097e-05,3.9516017e-06,4.1367486e-05,4.353933e-06,1.1806376e-05,5.682558e-05,4.5339577e-05,8.12551e-05,0.00022906065,7.693004e-05,0.00016092882,0.00037225336,4.719943e-06,4.4675544e-06,6.6189095e-06
L1526,0.00030910317,0.0001438316,8.797087e-05,0.000120223965,1.06636435e-05,2.2619963e-05,0.00039608637,1.13234855e-05,4.1582156e-05,1.141848e-05,4.4617336e-05,6.834045e-06,1.0150019e-05,6.2541105e-05,4.407484e-05,6.7530666e-05,0.00020330679,7.177051e-05,0.00016616937,0.00034817122,4.0931627e-06,1.4426187e-06,5.6261197e-06
L1527,0.00016584294,4.9398746e-05,9.782077e-05,3.822148e-06,1.2177043e-05,2.6971102e-06,0.00022157608,3.381213e-05,3.713998e-05,6.360444e-05,4.5321416e-05,9.599375e-06,1.0247342e-05,7.3623145e-05,1.0325806e-05,1.8178718e-05,9.499118e-05,1.04890205e-05,0.0001153755,0.00016684039,5.584676e-06,1.7012935e-05,4.126923e-05
L1528,0.00014719018,4.984904e-05,8.677202e-05,5.7236757e-06,8.367235e-06,6.432412e-06,0.00023035496,4.363968e-05,3.305287e-05,5.6098914e-05,4.0602405e-05,7.817522e-06,8.690404e-06,3.250735e-05,1.0100892e-05,2.8434908e-05,0.00010625599,1.1064112e-05,0.00010602339,0.00017389748,5.680602e-06,1.4541671e-05,3.6082696e-05
L1558,4.7540292e-05,1.4609424e-05,1.1809869e-05,3.365171e-05,4.232442e-05,3.893394e-06,3.6708545e-05,5.236524e-05,1.7593848e-05,3.9854087e-05,5.483674e-05,7.088529e-06,3.1120144e-06,1.7846236e-05,5.2608084e-06,2.4208799e-05,8.787494e-06,1.560431e-06,1.3272045e-05,3.648689e-05,3.632158e-06,1.4015241e-05,3.62657e-05
L1568,7.961225e-05,2.567377e-05,4.5290217e-06,0.00013304595,2.4100766e-05,4.936941e-06,2.4214387e-08,3.6261044e-05,1.3272278e-05,1.4947727e-05,5.592592e-06,2.437085e-05,7.4245036e-06,4.2107888e-05,2.1323562e-05,7.7990815e-05,6.755162e-05,0.00011863839,6.1456114e-05,2.0318665e-05,2.942048e-06,7.675029e-06,4.95743e-06
L1569,9.670947e-05,3.2037497e-05,4.053116e-06,0.00015710015,2.9033981e-05,6.6962093e-06,4.9667433e-06,3.747549e-05,1.5542842e-05,1.8008053e-05,5.871989e-06,2.8918497e-05,8.706003e-06,4.9713068e-05,2.5591813e-05,9.2918985e-05,7.9314224e-05,0.0001383517,7.3224306e-05,2.4173409e-05,3.430061e-06,9.080395e-06,5.6223944e-06
L1574,0.00016595516,9.305915e-05,5.155336e-06,0.00012409384,1.4249235e-06,1.4860649e-05,0.0001619996,5.723955e-05,9.828247e-06,4.200125e-05,4.5592897e-06,1.5089288e-05,1.1571683e-06,3.0950177e-05,3.3627264e-05,3.7261285e-05,9.2853326e-05,8.201925e-05,6.0854945e-05,0.00017068535,1.6437843e-06,1.5443657e-05,2.8376002e-05
L1592,7.489789e-05,2.6791357e-05,4.34462e-06,0.00013609324,2.4769455e-05,5.07012e-06,2.5297515e-05,1.0736287e-05,1.3453886e-05,1.5774742e-05,4.891306e-06,2.4097972e-05,7.3779374e-06,4.2352825e-05,2.2104941e-05,7.8708865e-05,6.8116e-05,0.00011976622,6.278418e-05,1.9757077e-05,3.023073e-06,7.2512776e-06,4.065223e-06
L1596,0.00013869605,3.3475924e-05,5.3489814e-05,0.00040583266,6.269454e-05,1.4377292e-05,3.6127167e-05,2.4139881e-05,1.9790605e-05,3.4701312e-05,2.8976705e-05,4.3781474e-06,6.1639585e-06,2.4580862e-05,4.572794e-06,3.4836587e-05,4.2689266e-05,0.0004844733,,,,,
L1601,6.877363e-05,1.5505473e-05,2.873945e-05,0.00050228566,5.182624e-05,1.6362988e-05,1.367752e-05,4.259462e-05,1.1344906e-05,1.6255537e-05,3.5796547e-06,2.8352952e-06,2.1874439e-07,7.2210096e-06,2.1622982e-06,7.6871365e-06,2.23323e-05,0.00010832108,1.2304285e-05,2.594944e-05,3.4584664e-06,3.1499658e-06,1.4361227e-05
L1634,3.6841724e-05,2.0754524e-06,2.573384e-05,0.00018452248,0.00016111461,0.00021719234,0.000104316045,0.00013930956,8.2054175e-05,0.0001664781,0.00021114433,2.549775e-05,3.699679e-06,7.219147e-05,8.8186935e-06,6.956654e-05,4.296424e-05,4.456984e-05,0.00010211207,0.00011683442,3.6540441e-06,3.9566774e-05,0.00012334902
L1635,0.00014926633,1.246063e-05,2.0958483e-05,0.00018200139,1.7989893e-05,0.00026713172,0.00010699406,0.00015500002,8.16728e-05,0.0001658434,0.0002034856,3.1865202e-05,3.2023527e-06,7.171417e-05,9.112526e-06,6.976072e-05,5.189376e-05,4.4355635e-05,0.00010101311,0.000117511954,3.6587007e-06,3.964966e-05,0.00011943467
L1636,0.00047036074,3.4223776e-06,1.4815014e-06,0.00010525505,0.000538151,0.00029422645,6.290502e-05,7.637427e-05,4.269858e-05,8.314662e-05,0.00011341553,2.890802e-05,7.3900446e-07,3.4860568e-05,2.6556663e-06,3.312365e-05,2.3732893e-05,2.29117e-05,5.1080715e-05,5.9715938e-05,2.1001324e-06,1.7999904e-05,4.5683933e-05
L1654,0.000107664615,4.2062253e-05,8.712849e-05,0.00012717396,0.00011842558,2.1552201e-05,9.350851e-05,7.5206626e-05,7.579103e-05,0.00017258711,6.8126246e-05,3.440259e-05,2.0693522e-05,9.64948e-05,1.9085594e-05,0.000106904656,9.5411204e-05,3.5907608e-05,0.00012880052,0.00010599196,6.4498745e-06,6.5013766e-05,0.00016018469
L1883,1.1336408e-05,3.974617e-05,7.349043e-05,3.165868e-05,1.2787059e-05,3.5836827e-05,2.3918692e-05,1.0869e-05,1.1720229e-05,6.317464e-05,4.5286026e-05,1.8979656e-05,1.8871622e-05,2.972968e-05,2.467027e-05,7.7195e-06,3.9561884e-05,1.4782418e-05,1.6258797e-05,4.5982422e-05,4.3740496e-05,3.0884752e-05,5.6292163e-05
L1889,4.6230853e-06,3.3574528e-05,5.6639547e-05,2.4717534e-05,1.1438387e-05,2.8254814e-05,1.8450548e-05,1.9243453e-07,8.002971e-06,5.1262672e-05,3.9479462e-05,1.7753919e-05,1.6610604e-05,2.485502e-05,2.1349522e-05,8.351635e-07,2.80299e-05,1.13035785e-05,1.3082288e-05,3.504753e-05,4.492316e-05,2.6398338e-05,4.59149e-05
L1891,2.1199812e-06,7.958035e-06,1.4679856e-05,6.6721113e-06,2.5553745e-06,7.3807314e-06,4.7115027e-06,,,,,,,,,,,,,,,,
L1957,2.7236994e-05,0.00016521709,9.762123e-06,0.00010244921,4.3801963e-05,0.00011491915,8.747727e-05,0.00033540698,3.9625447e-05,0.0002196962,0.0001660958,7.61589e-05,7.612258e-05,0.00010950817,8.552149e-05,0.000114763156,0.00013069157,4.7429e-05,7.22548e-05,0.00015732227,3.611017e-05,0.0001194207,0.00020934502
L2210,1.9203639e-05,4.284084e-08,1.1955155e-05,1.9475352e-05,1.2349337e-06,0.0017250453,1.9578729e-06,0.00014194241,8.995412e-07,4.0815212e-07,3.3259857e-07,2.1304004e-08,1.6324921e-06,1.7485581e-07,1.7462298e-08,7.9977326e-08,1.7439015e-07,7.239869e-07,2.1175947e-07,1.3917452e-06,1.279288e-06,2.005836e-07,8.532079e-07
L2229,1.6458944e-06,3.6670826e-09,3.7034624e-07,3.5468838e-07,4.5401976e-08,3.8808503e-07,1.0582153e-07,9.856303e-07,7.924973e-08,1.1049269e-07,8.77626e-08,2.6993803e-08,1.4840043e-07,1.1743396e-08,4.8748916e-09,2.1565938e-08,2.3355824e-08,1.968001e-07,5.7480065e-08,1.4156103e-07,2.0157313e-07,4.06435e-08,4.3102773e-08
L2232,1.1316151e-06,2.6193447e-09,7.2678085e-07,7.5396383e-07,8.579809e-08,8.6048385e-07,6.3562766e-07,1.347682e-06,1.5896512e-07,7.5553544e-08,6.1350875e-08,1.5075784e-08,1.1231168e-06,3.2305252e-08,3.1432137e-09,1.4959369e-08,3.236346e-08,1.3312092e-07,3.8940925e-08,2.5634654e-07,2.3574103e-07,8.684583e-08,6.4022606e-07
L2293,0.00015156763,2.2277702e-05,0.00012839818,0.000118917786,7.89403e-05,1.1882279e-05,7.3606614e-05,5.5715907e-05,5.127676e-05,0.000109654386,0.00011317292,0.000120132696,2.6817434e-06,4.7007576e-05,9.099953e-06,4.8751477e-05,4.3551903e-05,2.8174836e-05,6.237114e-05,7.7730045e-05,2.2943132e-06,2.850173e-05,7.852353e-05
L2294,9.589037e-05,2.1838583e-05,0.00014146836,0.00011245906,6.866874e-05,1.7811544e-05,8.0813654e-05,6.059697e-05,4.900433e-05,0.000104334205,0.00010894844,0.00024966057,2.4349429e-06,4.311325e-05,8.23522e-06,4.4632237e-05,3.9892737e-05,2.5844667e-05,5.735131e-05,7.145014e-05,2.1154992e-06,2.6084948e-05,7.2037335e-05
L2310,0.00039364677,2.0281877e-05,0.00018295273,0.00010693446,9.971438e-05,0.0001323889,2.4400186e-05,2.2912864e-05,4.4329558e-05,9.592483e-05,9.625219e-05,1.1417549e-05,2.540648e-06,4.2540953e-05,8.75257e-06,4.448369e-05,3.9573293e-05,2.549123e-05,5.575735e-05,6.9551636e-05,2.023764e-06,2.6045833e-05,7.089879e-05
L2313,3.156392e-05,6.7288056e-08,8.188654e-06,7.806113e-06,9.56934e-07,8.623116e-06,2.4812762e-06,5.758484e-05,1.6940758e-06,2.0586886e-06,3.4816097e-05,6.3865446e-07,3.1301752e-06,2.462417e-06,9.5693395e-08,3.9231963e-07,0.00033491827,3.2654498e-06,9.543728e-07,3.1709205e-06,5.377922e-06,6.938353e-07,9.366777e-07
L2388,9.112293e-06,1.6140402e-06,2.1024025e-06,7.272465e-07,8.177012e-07,1.671433e-06,2.5198096e-06,9.764568e-05,5.487702e-06,7.300987e-06,6.786431e-07,1.6842387e-06,,,,,,,,,,,
L2390,0.00014402019,7.874187e-07,6.895425e-07,4.791509e-07,1.8307765e-07,4.147587e-07,4.002155e-06,4.1796928e-05,2.674773e-06,5.9262093e-06,4.2777683e-06,4.3760665e-06,1.683904e-06,3.339228e-07,6.0633465e-07,5.237962e-07,5.179172e-07,6.5748463e-07,6.699265e-07,7.2097464e-07,1.9534491e-07,7.0632086e-07,1.2383098e-06
L2400,4.105689e-05,3.2239477e-06,2.9078801e-06,1.3849349e-06,1.967419e-07,2.5645713e-06,2.3294706e-06,2.1216169e-05,5.7235593e-07,3.0646333e-07,5.7253637e-06,2.0692823e-07,1.7820275e-06,1.0507065e-06,2.2607273e-06,1.640874e-07,3.1723175e-08,2.1111337e-06,1.9212603e-06,1.9588042e-06,6.374903e-07,3.7281425e-06,4.6326895e-06
L2405,0.00028130773,1.014676e-06,1.3635727e-06,8.664443e-06,3.4202822e-07,2.1924498e-06,1.0201009e-05,,,,,,,,,,,,,,,,
L2460,1.15484e-06,4.656613e-09,1.1686236e-05,6.556511e-07,6.555766e-05,1.9543339e-05,0.00027999282,0.00019455003,4.498288e-07,4.6007335e-07,3.571622e-07,1.4966819e-05,0.0007675467,6.239861e-08,1.8626451e-08,7.21775e-08,1.7695129e-08,4.8289075e-07,1.9557774e-07,7.4040145e-07,8.2701445e-07,2.803281e-07,0.0005011265
L2461,3.108289e-08,1.1641532e-10,3.319874e-07,1.7695129e-08,1.7878629e-06,5.4463453e-07,7.495226e-06,2.646775e-06,1.27911335e-08,1.306762e-08,1.0099029e-08,1.4506804e-07,6.035436e-06,2.3574103e-09,6.693881e-10,2.6921043e-09,6.548362e-10,1.8044375e-08,7.3050614e-09,2.7706847e-08,3.0966476e-08,1.0477379e-08,4.3534383e-06
L2462,1.1236407e-06,4.1909516e-09,1.1342578e-05,6.3795596e-07,6.370805e-05,1.8980354e-05,0.00027224282,0.00019728765,4.3632463e-07,4.4656917e-07,3.46452e-07,1.5116762e-05,0.0007737889,6.053597e-08,1.816079e-08,6.938353e-08,1.6763806e-08,4.6379864e-07,1.8812716e-07,7.119961e-07,7.9441816e-07,2.6961789e-07,0.00050562853
L2463,5.066395e-07,1.9790605e-09,5.4141274e-06,2.8824434e-07,2.9150746e-05,8.880044e-06,0.00012216577,4.3364707e-05,2.0838343e-07,2.1292362e-07,1.6496051e-07,2.379762e-06,0.0015008982,6.4319465e-09,1.8626451e-09,7.392373e-09,1.8044375e-09,4.930189e-08,1.9936124e-08,7.566996e-08,8.4517524e-08,2.863817e-08,1.1953234e-05
L2465,6.578921e-08,2.4738256e-10,7.037452e-07,3.7427526e-08,3.7857826e-06,1.1536031e-06,1.585859e-05,5.9194863e-06,2.7095666e-08,2.7677743e-08,2.1478627e-08,3.2840762e-07,1.2451637e-05,5.005859e-09,1.4260877e-09,5.675247e-09,1.3969839e-09,3.815512e-08,1.542503e-08,5.8527803e-08,6.542541e-08,2.2148015e-08,9.891548e-06
L2471,1.05646905e-08,5.820766e-11,1.13243004e-07,6.0535967e-09,6.056507e-07,1.8349965e-07,2.4658802e-06,1.9757019e-05,1.891749e-09,1.9208528e-09,1.36788e-09,1.8882682e-05,3.03844e-08,2.910383e-11,5.820766e-11,5.820766e-11,1.1641532e-10,2.6193447e-10,1.1641532e-10,3.2014214e-10,3.2014214e-10,1.4551915e-10,0.00010456014
L2478,4.2028842e-07,9.604264e-10,2.6990892e-07,2.7997885e-07,3.183959e-08,3.1953095e-07,2.3603207e-07,5.004986e-07,5.9022568e-08,2.8056093e-08,2.2817403e-08,5.5879354e-09,4.170579e-07,1.1990778e-08,1.1641532e-09,5.529728e-09,1.1990778e-08,4.9476512e-08,1.44355e-08,9.519863e-08,8.751522e-08,3.2247044e-08,2.3774919e-07
L2479,2.9127114e-07,6.548362e-10,1.8706487e-07,1.9402069e-07,2.2060703e-08,2.214656e-07,1.6356353e-07,3.468449e-07,4.0890882e-08,1.9470463e-08,1.5788828e-08,3.8999133e-09,2.890447e-07,8.3236955e-09,7.712515e-10,3.79805e-09,8.294592e-09,3.4284312e-08,9.997166e-09,6.596383e-08,6.0666935e-08,2.2351742e-08,1.6475678e-07
L2480,1.6852748e-05,3.7718564e-08,1.0491582e-05,1.7091166e-05,1.0838266e-06,,,,,,,,,,,,,,,,,,
L2481,1.710467e-05,3.8417056e-08,1.0648044e-05,1.7346349e-05,1.0996591e-06,0.0017310837,1.3731769e-06,0.0001444873,5.7934085e-07,2.6274938e-07,2.142624e-07,1.3620593e-08,1.0512886e-06,1.12573616e-07,1.1292286e-08,5.1571988e-08,1.1239899e-07,4.6618516e-07,1.3632234e-07,8.9622336e-07,8.236966e-07,1.291628e-07,5.494803e-07
