Link,Length,Coef,aux,Link_id,Length_,Leak_id
L3254,0.02,0.000018,0,L3254,0.02,Leak_2770
L3256,0.35,0.000023,0,L3256,0.35,Leak_2771
L3256,0.58,0.02872,1,L3256_1,0.23,Leak_2772
L326,0.08,0.00003,0,L326,0.08,Leak_2773
L3264,0.92,0.000013,0,L3264,0.92,Leak_2774
L3265,2.58,0.000097,0,L3265,2.58,Leak_2775
L3266,23.66,0.00062,0,L3266,23.66,Leak_2776
L3267,0.55,0.000035,0,L3267,0.55,Leak_2777
L327,94.98,0.00084,0,L327,94.98,Leak_2778
L3271,0.47,0.00011,0,L3271,0.47,Leak_2779
L3271,0.48,0.00011,1,L3271_1,0.01,Leak_2780
L3272,1.3,0.00011,0,L3272,1.3,Leak_2781
L3273,5.63,0.00013,0,L3273,5.63,Leak_2782
L3274,15.2,0.00024,0,L3274,15.2,Leak_2783
L3274,21.57,0.00025,1,L3274_1,6.37,Leak_2784
L3275,2.1,0.000025,0,L3275,2.1,Leak_2785
L3277,15.58,0.04752,0,L3277,15.58,Leak_2786
L3277,17.44,0.00119,1,L3277_1,1.86,Leak_2787
L328,10.45,0.05018,0,L328,10.45,Leak_2788
L328,74.69,0.00307,1,L328_1,64.24,Leak_2789
L329,4.19,0.00037,0,L329,4.19,Leak_2790
L330,38.66,0.00158,0,L330,38.66,Leak_2791
L332,21.87,0.00039,0,L332,21.87,Leak_2792
L332,46.27,0.00035,1,L332_1,24.4,Leak_2793
L333,73.45,0.00113,0,L333,73.45,Leak_2794
L333,136.39,0.00109,1,L333_1,62.94,Leak_2795
L334,1.39,0.00205,0,L334,1.39,Leak_2796
L334,55.76,0.00187,1,L334_1,54.37,Leak_2797
L334,82.54,0.00186,2,L334_2,26.78,Leak_2798
L335,23.37,0.00064,0,L335,23.37,Leak_2799
L337,20.37,0.00181,0,L337,20.37,Leak_2800
L338,152.21,0.00583,0,L338,152.21,Leak_2801
L339,0.23,0.00014,0,L339,0.23,Leak_2802
L343,40.28,0.0008,0,L343,40.28,Leak_2803
L344,21.97,0.000015,0,L344,21.97,Leak_2804
L346,19.71,0.00084,0,L346,19.71,Leak_2805
L347,5.31,0.000029,0,L347,5.31,Leak_2806
L348,0.01,0.00011,0,L348,0.01,Leak_2807
L35,4.55,0.000034,0,L35,4.55,Leak_2808
L350,39.97,0.00052,0,L350,39.97,Leak_2809
L350,62.38,0.00051,1,L350_1,22.41,Leak_2810
L351,43.77,0.00173,0,L351,43.77,Leak_2811
L352,1.46,0.000091,0,L352,1.46,Leak_2812
L354,20.55,0.00134,0,L354,20.55,Leak_2813
L355,84.2,0.00192,0,L355,84.2,Leak_2814
L355,121.33,0.00199,1,L355_1,37.13,Leak_2815
L357,76.21,0.00237,0,L357,76.21,Leak_2816
L358,14.32,0.02037,0,L358,14.32,Leak_2817
L36,0.39,0.00016,0,L36,0.39,Leak_2818
L360,6.08,0.00104,0,L360,6.08,Leak_2819
L360,78.87,0.00108,1,L360_1,72.79,Leak_2820
L362,83.08,0.00151,0,L362,83.08,Leak_2821
L364,3.09,0.000064,0,L364,3.09,Leak_2822
L366,49.34,0.00188,0,L366,49.34,Leak_2823
L367,41.58,0.01976,0,L367,41.58,Leak_2824
L367,46.93,0.00069,1,L367_1,5.35,Leak_2825
L367,58.51,0.00068,2,L367_2,11.58,Leak_2826
L368,1.44,0.000052,0,L368,1.44,Leak_2827
L369,39.78,0.00221,0,L369,39.78,Leak_2828
L37,24.75,0.00116,0,L37,24.75,Leak_2829
L370,7.39,0.00068,0,L370,7.39,Leak_2830
L371,55.55,0.00058,0,L371,55.55,Leak_2831
L372,2.37,0.00083,0,L372,2.37,Leak_2832
L373,80.46,0.00099,0,L373,80.46,Leak_2833
L373,91.26,0.00098,1,L373_1,10.8,Leak_2834
L375,55.1,0.000088,0,L375,55.1,Leak_2835
L376,24.99,0.0014,0,L376,24.99,Leak_2836
L376,44.64,0.00116,1,L376_1,19.65,Leak_2837
L378,21.59,0.00027,0,L378,21.59,Leak_2838
L378,25.94,0.00027,1,L378_1,4.35,Leak_2839
L379,13.16,0.000017,0,L379,13.16,Leak_2840
L379,32.11,0.000018,1,L379_1,18.95,Leak_2841
L38,36.99,0.00114,0,L38,36.99,Leak_2842
L382,7.91,0.0007,0,L382,7.91,Leak_2843
L382,58.18,0.00072,1,L382_1,50.27,Leak_2844
L382,110.97,0.00068,2,L382_2,52.79,Leak_2845
L383,46.15,0.0009,0,L383,46.15,Leak_2846
L384,17.07,0.00044,0,L384,17.07,Leak_2847
L384,22.69,0.00041,1,L384_1,5.62,Leak_2848
L385,7.25,0.000056,0,L385,7.25,Leak_2849
L386,28.73,0.00106,0,L386,28.73,Leak_2850
L387,6,0.000088,0,L387,6,Leak_2851
L388,138.02,0.00456,0,L388,138.02,Leak_2852
L389,7.67,0.00026,0,L389,7.67,Leak_2853
L389,9.86,0.00027,1,L389_1,2.19,Leak_2854
L39,5.77,0.0001,0,L39,5.77,Leak_2855
L391,45.53,0.00303,0,L391,45.53,Leak_2856
L392,11.06,0.00079,0,L392,11.06,Leak_2857
L392,22.43,0.00084,1,L392_1,11.37,Leak_2858
L393,87.01,0.00373,0,L393,87.01,Leak_2859
L394,67.36,0.00072,0,L394,67.36,Leak_2860
L395,3.88,0.00054,0,L395,3.88,Leak_2861
L396,44.68,0.00056,0,L396,44.68,Leak_2862
L397,6.11,0.000031,0,L397,6.11,Leak_2863
L398,19.32,0.00155,0,L398,19.32,Leak_2864
L399,4.29,0.00013,0,L399,4.29,Leak_2865
L4,22.5,0.00021,0,L4,22.5,Leak_2866
L4,41.87,0.00018,1,L4_1,19.37,Leak_2867
L400,43.85,0.00072,0,L400,43.85,Leak_2868
L402,14.81,0.00028,0,L402,14.81,Leak_2869
L403,46.76,0.00054,0,L403,46.76,Leak_2870
L403,68.56,0.00055,1,L403_1,21.8,Leak_2871
L405,111.78,0.00252,0,L405,111.78,Leak_2872
L407,56.25,0.00137,0,L407,56.25,Leak_2873
L41,1.66,0.000049,0,L41,1.66,Leak_2874
L410,79.56,0.0034,0,L410,79.56,Leak_2875
L410,117.13,0.00321,1,L410_1,37.57,Leak_2876
L411,45.42,0.00057,0,L411,45.42,Leak_2877
L411,69.27,0.00056,1,L411_1,23.85,Leak_2878
L413,63.12,0.00162,0,L413,63.12,Leak_2879
L413,84.57,0.00167,1,L413_1,21.45,Leak_2880
L413,112.49,0.0016,2,L413_2,27.92,Leak_2881
L413,156.63,0.00173,3,L413_3,44.14,Leak_2882
L414,77.65,0.00128,0,L414,77.65,Leak_2883
L414,255.68,0.00134,1,L414_1,178.03,Leak_2884
L415,54.39,0.00098,0,L415,54.39,Leak_2885
L416,0.32,0.000053,0,L416,0.32,Leak_2886
L417,2.69,0.00008,0,L417,2.69,Leak_2887
L418,55.11,0.00123,0,L418,55.11,Leak_2888
L419,26.21,0.00101,0,L419,26.21,Leak_2889
L419,120.52,0.00105,1,L419_1,94.31,Leak_2890
L419,170.07,0.00111,2,L419_2,49.55,Leak_2891
L42,3.81,0.00012,0,L42,3.81,Leak_2892
L420,1.15,0.00091,0,L420,1.15,Leak_2893
L421,5.56,0.00012,0,L421,5.56,Leak_2894
L422,6.14,0.00014,0,L422,6.14,Leak_2895
L426,45.24,0.0024,0,L426,45.24,Leak_2896
L427,6.95,0.00011,0,L427,6.95,Leak_2897
L427,7.59,0.00011,1,L427_1,0.64,Leak_2898
L43,2.15,0.00053,0,L43,2.15,Leak_2899
L43,99.17,0.00059,1,L43_1,97.02,Leak_2900
L43,151.51,0.00063,2,L43_2,52.34,Leak_2901
L43,241.5,0.00058,3,L43_3,89.99,Leak_2902
L430,73.1,0.0013,0,L430,73.1,Leak_2903
L432,0.45,0.00168,0,L432,0.45,Leak_2904
L433,22.23,0.00119,0,L433,22.23,Leak_2905
L434,17.52,0.00182,0,L434,17.52,Leak_2906
L434,49.34,0.00168,1,L434_1,31.82,Leak_2907
L434,95.31,0.00169,2,L434_2,45.97,Leak_2908
L435,31.87,0.00038,0,L435,31.87,Leak_2909
L435,62.83,0.00036,1,L435_1,30.96,Leak_2910
L435,64.61,0.00043,2,L435_2,1.78,Leak_2911
L436,2.45,0.00015,0,L436,2.45,Leak_2912
L436,16.77,0.00016,1,L436_1,14.32,Leak_2913
L437,253.38,0.00799,0,L437,253.38,Leak_2914
L438,242.4,0.00277,0,L438,242.4,Leak_2915
L439,46.37,0.00162,0,L439,46.37,Leak_2916
L439,47.98,0.0014,1,L439_1,1.61,Leak_2917
L439,129.62,0.00161,2,L439_2,81.64,Leak_2918
L439,205.7,0.00144,3,L439_3,76.08,Leak_2919
L44,2.49,0.00014,0,L44,2.49,Leak_2920
L440,43.16,0.00481,0,L440,43.16,Leak_2921
L442,50.22,0.00039,0,L442,50.22,Leak_2922
L442,55.56,0.00044,1,L442_1,5.34,Leak_2923
L443,15.56,0.00031,0,L443,15.56,Leak_2924
L443,22.99,0.00033,1,L443_1,7.43,Leak_2925
L444,16.06,0.00061,0,L444,16.06,Leak_2926
L445,99,0.0024,0,L445,99,Leak_2927
L445,145.97,0.00228,1,L445_1,46.97,Leak_2928
L446,55.31,0.00119,0,L446,55.31,Leak_2929
L447,7.9,0.00033,0,L447,7.9,Leak_2930
L449,43.19,0.00099,0,L449,43.19,Leak_2931
L450,4.04,0.00019,0,L450,4.04,Leak_2932
L451,15.32,0.00017,0,L451,15.32,Leak_2933
L451,19.52,0.00016,1,L451_1,4.2,Leak_2934
L452,5.6,0.000065,0,L452,5.6,Leak_2935
L453,4.1,0.00012,0,L453,4.1,Leak_2936
L454,3,0.000045,0,L454,3,Leak_2937
L457,9.38,0.00052,0,L457,9.38,Leak_2938
L457,19.54,0.00061,1,L457_1,10.16,Leak_2939
L457,86.74,0.00054,2,L457_2,67.2,Leak_2940
L458,28.8,0.00094,0,L458,28.8,Leak_2941
L458,67.92,0.00097,1,L458_1,39.12,Leak_2942
L458,118.51,0.00099,2,L458_2,50.59,Leak_2943
L459,173,0.00107,0,L459,173,Leak_2944
L459,228.01,0.00125,1,L459_1,55.01,Leak_2945
L459,233.76,0.0011,2,L459_2,5.75,Leak_2946
L460,11.38,0.0011,0,L460,11.38,Leak_2947
L460,52.41,0.00111,1,L460_1,41.03,Leak_2948
L460,58.39,0.00125,2,L460_2,5.98,Leak_2949
L460,192.86,0.00119,3,L460_3,134.47,Leak_2950
L461,6.61,0.00101,0,L461,6.61,Leak_2951
L461,31.06,0.00103,1,L461_1,24.45,Leak_2952
L465,38.45,0.0005,0,L465,38.45,Leak_2953
L465,39.53,0.00053,1,L465_1,1.08,Leak_2954
L466,14.59,0.00094,0,L466,14.59,Leak_2955
L466,49.23,0.00093,1,L466_1,34.64,Leak_2956
L466,65.63,0.04352,2,L466_2,16.4,Leak_2957
L467,0.38,0.00011,0,L467,0.38,Leak_2958
L468,4.91,0.0008,0,L468,4.91,Leak_2959
L469,7.21,0.000091,0,L469,7.21,Leak_2960
L47,1.67,0.00018,0,L47,1.67,Leak_2961
L471,2.61,0.00163,0,L471,2.61,Leak_2962
L473,28.91,0.00042,0,L473,28.91,Leak_2963
L474,56.01,0.00116,0,L474,56.01,Leak_2964
L474,65.67,0.00115,1,L474_1,9.66,Leak_2965
L476,42.32,0.00054,0,L476,42.32,Leak_2966
L476,57.82,0.00052,1,L476_1,15.5,Leak_2967
L477,41.86,0.00258,0,L477,41.86,Leak_2968
L478,57.7,0.00027,0,L478,57.7,Leak_2969
L478,77.24,0.00023,1,L478_1,19.54,Leak_2970
L479,0.22,0.000019,0,L479,0.22,Leak_2971
L48,23.16,0.00054,0,L48,23.16,Leak_2972
L48,114,0.00061,1,L48_1,90.84,Leak_2973
L48,200.05,0.00056,2,L48_2,86.05,Leak_2974
L481,21.19,0.0002,0,L481,21.19,Leak_2975
L482,37.76,0.00093,0,L482,37.76,Leak_2976
L483,4.45,0.00085,0,L483,4.45,Leak_2977
L483,46.33,0.00079,1,L483_1,41.88,Leak_2978
L484,141.01,0.00255,0,L484,141.01,Leak_2979
L484,236.44,0.0028,1,L484_1,95.43,Leak_2980
L485,19.98,0.00152,0,L485,19.98,Leak_2981
L485,26.79,0.01494,1,L485_1,6.81,Leak_2982
L486,58.9,0.00085,0,L486,58.9,Leak_2983
L486,86.49,0.00094,1,L486_1,27.59,Leak_2984
L487,0.01,0.00024,0,L487,0.01,Leak_2985
L488,11.11,0.00103,0,L488,11.11,Leak_2986
L49,4.58,0.000006,0,L49,4.58,Leak_2987
L490,8.68,0.00019,0,L490,8.68,Leak_2988
L493,22.9,0.00042,0,L493,22.9,Leak_2989
L493,30.31,0.00042,1,L493_1,7.41,Leak_2990
L494,58.71,0.00175,0,L494,58.71,Leak_2991
L497,17.39,0.00165,0,L497,17.39,Leak_2992
L498,79.21,0.00375,0,L498,79.21,Leak_2993
L5,29.66,0.0004,0,L5,29.66,Leak_2994
L5,57.1,0.00039,1,L5_1,27.44,Leak_2995
L50,38.61,0.00076,0,L50,38.61,Leak_2996
L501,0.81,0.000015,0,L501,0.81,Leak_2997
L501,0.89,0.00227,1,L501_1,0.08,Leak_2998
L502,0.83,0.000006,0,L502,0.83,Leak_2999
L503,21.36,0.00066,0,L503,21.36,Leak_3000
L503,68.1,0.00073,1,L503_1,46.74,Leak_3001
L504,43.72,0.00135,0,L504,43.72,Leak_3002
L505,66.11,0.00106,0,L505,66.11,Leak_3003
L505,87.23,0.00116,1,L505_1,21.12,Leak_3004
L505,88.66,0.00117,2,L505_2,1.43,Leak_3005
L505,334.7,0.001,3,L505_3,246.04,Leak_3006
L506,30.84,0.00157,0,L506,30.84,Leak_3007
L507,36.63,0.00081,0,L507,36.63,Leak_3008
L507,52.82,0.00077,1,L507_1,16.19,Leak_3009
L507,75.82,0.02107,2,L507_2,23,Leak_3010
L507,114.33,0.00095,3,L507_3,38.51,Leak_3011
L509,29.21,0.00282,0,L509,29.21,Leak_3012
L51,4.59,0.00014,0,L51,4.59,Leak_3013
L512,9.74,0.000005,0,L512,9.74,Leak_3014
L512,14.88,0.000005,1,L512_1,5.14,Leak_3015
L513,74.99,0.00036,0,L513,74.99,Leak_3016
L514,77.94,0.001,0,L514,77.94,Leak_3017
L514,172.75,0.00084,1,L514_1,94.81,Leak_3018
L514,175.42,0.00099,2,L514_2,2.67,Leak_3019
L514,261.01,0.00084,3,L514_3,85.59,Leak_3020
L515,4.69,0.00021,0,L515,4.69,Leak_3021
L515,5.41,0.03332,1,L515_1,0.72,Leak_3022
L515,6.72,0.00018,2,L515_2,1.31,Leak_3023
L516,72.66,0.00246,0,L516,72.66,Leak_3024
L517,28.87,0.00136,0,L517,28.87,Leak_3025
L519,43.48,0.00098,0,L519,43.48,Leak_3026
L52,2.57,0.00015,0,L52,2.57,Leak_3027
L520,2.03,0.000028,0,L520,2.03,Leak_3028
L521,2.6,0.00051,0,L521,2.6,Leak_3029
L522,2.05,0.000079,0,L522,2.05,Leak_3030
L524,49.89,0.00072,0,L524,49.89,Leak_3031
L524,63.45,0.00067,1,L524_1,13.56,Leak_3032
L525,53.83,0.0015,0,L525,53.83,Leak_3033
L525,102.74,0.00146,1,L525_1,48.91,Leak_3034
L526,0.42,0.000073,0,L526,0.42,Leak_3035
L527,5,0.00018,0,L527,5,Leak_3036
L529,54.69,0.00223,0,L529,54.69,Leak_3037
L53,47.54,0.00128,0,L53,47.54,Leak_3038
L530,7.18,0.00011,0,L530,7.18,Leak_3039
L530,8.16,0.00012,1,L530_1,0.98,Leak_3040
L531,18.37,0.00081,0,L531,18.37,Leak_3041
L531,32.93,0.00083,1,L531_1,14.56,Leak_3042
L532,1.05,0.00018,0,L532,1.05,Leak_3043
L534,51.18,0.0016,0,L534,51.18,Leak_3044
L534,131.85,0.00157,1,L534_1,80.67,Leak_3045
L534,183.37,0.00147,2,L534_2,51.52,Leak_3046
L535,17.54,0.00085,0,L535,17.54,Leak_3047
L536,61.7,0.0022,0,L536,61.7,Leak_3048
L536,230.44,0.00218,1,L536_1,168.74,Leak_3049
L537,12.6,0.0003,0,L537,12.6,Leak_3050
L539,2.53,0.0003,0,L539,2.53,Leak_3051
L54,7.17,0.00039,0,L54,7.17,Leak_3052
L54,16.29,0.0004,1,L54_1,9.12,Leak_3053
L540,200.77,0.00321,0,L540,200.77,Leak_3054
L541,78.72,0.00148,0,L541,78.72,Leak_3055
L542,3.33,0.00015,0,L542,3.33,Leak_3056
L544,6.54,0.00024,0,L544,6.54,Leak_3057
L545,117.86,0.0012,0,L545,117.86,Leak_3058
L545,154.69,0.00114,1,L545_1,36.83,Leak_3059
L545,239.37,0.00111,2,L545_2,84.68,Leak_3060
L546,21.03,0.00209,0,L546,21.03,Leak_3061
L546,55.06,0.00219,1,L546_1,34.03,Leak_3062
L546,101.44,0.0023,2,L546_2,46.38,Leak_3063
L547,25.52,0.00141,0,L547,25.52,Leak_3064
L547,78.62,0.00138,1,L547_1,53.1,Leak_3065
L547,297.74,0.00129,2,L547_2,219.12,Leak_3066
L547,318.39,0.00123,3,L547_3,20.65,Leak_3067
L549,60.79,0.00106,0,L549,60.79,Leak_3068
L55,4.26,0.00007,0,L55,4.26,Leak_3069
L550,5.28,0.0002,0,L550,5.28,Leak_3070
L550,9.63,0.00019,1,L550_1,4.35,Leak_3071
L552,71.74,0.00417,0,L552,71.74,Leak_3072
L552,123.77,0.00385,1,L552_1,52.03,Leak_3073
L553,5.91,0.00012,0,L553,5.91,Leak_3074
L554,51.51,0.00086,0,L554,51.51,Leak_3075
L554,176.43,0.00098,1,L554_1,124.92,Leak_3076
L555,65.17,0.00048,0,L555,65.17,Leak_3077
L555,79.69,0.00051,1,L555_1,14.52,Leak_3078
L557,21.84,0.00444,0,L557,21.84,Leak_3079
L558,14.17,0.00096,0,L558,14.17,Leak_3080
L559,28.04,0.00178,0,L559,28.04,Leak_3081
L56,28.08,0.000097,0,L56,28.08,Leak_3082
L560,1.25,0.00016,0,L560,1.25,Leak_3083
L560,1.46,0.00015,1,L560_1,0.21,Leak_3084
L562,26.1,0.0005,0,L562,26.1,Leak_3085
L565,3.1,0.00018,0,L565,3.1,Leak_3086
L566,15.41,0.00038,0,L566,15.41,Leak_3087
L566,15.67,0.0004,1,L566_1,0.26,Leak_3088
L57,40.94,0.00098,0,L57,40.94,Leak_3089
L570,0.72,0.01984,0,L570,0.72,Leak_3090
L570,2.36,0.00019,1,L570_1,1.64,Leak_3091
L571,30.91,0.00069,0,L571,30.91,Leak_3092
L572,4.38,0.00011,0,L572,4.38,Leak_3093
L573,56.84,0.00039,0,L573,56.84,Leak_3094
L573,72.43,0.0004,1,L573_1,15.59,Leak_3095
L576,1.24,0.00014,0,L576,1.24,Leak_3096
L577,41.22,0.00032,0,L577,41.22,Leak_3097
L579,8.71,0.00039,0,L579,8.71,Leak_3098
L580,3.28,0.00028,0,L580,3.28,Leak_3099
L580,16.67,0.00026,1,L580_1,13.39,Leak_3100
L581,71.75,0.00114,0,L581,71.75,Leak_3101
L582,9.99,0.00043,0,L582,9.99,Leak_3102
L583,4.23,0.00037,0,L583,4.23,Leak_3103
L585,3.86,0.00207,0,L585,3.86,Leak_3104
L586,25.93,0.00077,0,L586,25.93,Leak_3105
L589,33.49,0.00064,0,L589,33.49,Leak_3106
L589,45.74,0.00064,1,L589_1,12.25,Leak_3107
L59,12.85,0.00184,0,L59,12.85,Leak_3108
L590,121.65,0.00302,0,L590,121.65,Leak_3109
L590,154.14,0.00287,1,L590_1,32.49,Leak_3110
L592,62.36,0.00239,0,L592,62.36,Leak_3111
L592,99.13,0.00266,1,L592_1,36.77,Leak_3112
L595,21.96,0.00044,0,L595,21.96,Leak_3113
L596,4.33,0.00011,0,L596,4.33,Leak_3114
L596,121.29,0.00013,1,L596_1,116.96,Leak_3115
L60,18.65,0.00033,0,L60,18.65,Leak_3116
L600,27.1,0.00076,0,L600,27.1,Leak_3117
L601,55.43,0.00103,0,L601,55.43,Leak_3118
L601,104.32,0.00099,1,L601_1,48.89,Leak_3119
L602,44.28,0.00183,0,L602,44.28,Leak_3120
L602,51.74,0.00197,1,L602_1,7.46,Leak_3121
L603,188.39,0.00859,0,L603,188.39,Leak_3122
L604,73.91,0.00289,0,L604,73.91,Leak_3123
L607,33.79,0.00008,0,L607,33.79,Leak_3124
L608,0.34,0.00026,0,L608,0.34,Leak_3125
L608,18.34,0.00028,1,L608_1,18,Leak_3126
L61,55.15,0.00083,0,L61,55.15,Leak_3127
L61,58.52,0.03333,1,L61_1,3.37,Leak_3128
L61,76.38,0.0009,2,L61_2,17.86,Leak_3129
L61,85.26,0.00083,3,L61_3,8.88,Leak_3130
L611,40.56,0.0011,0,L611,40.56,Leak_3131
L611,58.33,0.00132,1,L611_1,17.77,Leak_3132
L611,141.3,0.00112,2,L611_2,82.97,Leak_3133
L612,40.39,0.0019,0,L612,40.39,Leak_3134
L614,18.21,0.00032,0,L614,18.21,Leak_3135
L614,36.65,0.00034,1,L614_1,18.44,Leak_3136
L615,0.05,0.000083,0,L615,0.05,Leak_3137
L616,34.72,0.00189,0,L616,34.72,Leak_3138
L617,11.98,0.00038,0,L617,11.98,Leak_3139
L62,8.43,0.000054,0,L62,8.43,Leak_3140
L621,31.48,0.00084,0,L621,31.48,Leak_3141
L622,57.82,0.00172,0,L622,57.82,Leak_3142
L624,87.42,0.00543,0,L624,87.42,Leak_3143
L626,2.61,0.00011,0,L626,2.61,Leak_3144
L627,85.82,0.00069,0,L627,85.82,Leak_3145
L627,109.06,0.00064,1,L627_1,23.24,Leak_3146
L628,15.41,0.000093,0,L628,15.41,Leak_3147
L63,4.7,0.00032,0,L63,4.7,Leak_3148
L631,7.07,0.00018,0,L631,7.07,Leak_3149
L632,3.84,0.00018,0,L632,3.84,Leak_3150
L633,67.24,0.00139,0,L633,67.24,Leak_3151
L634,38.24,0.001,0,L634,38.24,Leak_3152
L634,90.52,0.0009,1,L634_1,52.28,Leak_3153
L634,97.94,0.02903,2,L634_2,7.42,Leak_3154
L634,106.04,0.00087,3,L634_3,8.1,Leak_3155
L636,6.97,0.00276,0,L636,6.97,Leak_3156
L637,5.4,0.00048,0,L637,5.4,Leak_3157
L637,30.64,0.00049,1,L637_1,25.24,Leak_3158
L638,70.92,0.00078,0,L638,70.92,Leak_3159
L638,74.48,0.00075,1,L638_1,3.56,Leak_3160
L638,102.72,0.00078,2,L638_2,28.24,Leak_3161
L638,126.62,0.00077,3,L638_3,23.9,Leak_3162
L639,56.09,0.00163,0,L639,56.09,Leak_3163
L640,43.71,0.00019,0,L640,43.71,Leak_3164
L640,74.05,0.0002,1,L640_1,30.34,Leak_3165
L640,214.12,0.00023,2,L640_2,140.07,Leak_3166
L641,30.56,0.00071,0,L641,30.56,Leak_3167
L641,37.81,0.00066,1,L641_1,7.25,Leak_3168
L643,14.51,0.00305,0,L643,14.51,Leak_3169
L644,98.71,0.00309,0,L644,98.71,Leak_3170
L647,26.92,0.0006,0,L647,26.92,Leak_3171
L647,75.02,0.00061,1,L647_1,48.1,Leak_3172
L649,188.75,0.00088,0,L649,188.75,Leak_3173
L649,223.65,0.00085,1,L649_1,34.9,Leak_3174
L65,7.87,0.00037,0,L65,7.87,Leak_3175
L65,9.43,0.00042,1,L65_1,1.56,Leak_3176
L653,2.28,0.00017,0,L653,2.28,Leak_3177
L653,5.69,0.0002,1,L653_1,3.41,Leak_3178
L653,12.18,0.01392,2,L653_2,6.49,Leak_3179
L656,37.52,0.00106,0,L656,37.52,Leak_3180
L657,39.98,0.00135,0,L657,39.98,Leak_3181
L658,78.04,0.00101,0,L658,78.04,Leak_3182
L658,101.63,0.00094,1,L658_1,23.59,Leak_3183
L659,12.26,0.00042,0,L659,12.26,Leak_3184
L66,172.67,0.00093,0,L66,172.67,Leak_3185
L66,176.77,0.00089,1,L66_1,4.1,Leak_3186
L66,201.45,0.001,2,L66_2,24.68,Leak_3187
L66,276.58,0.00092,3,L66_3,75.13,Leak_3188
L660,2.69,0.000093,0,L660,2.69,Leak_3189
L661,25.41,0.01051,0,L661,25.41,Leak_3190
L662,4.13,0.00012,0,L662,4.13,Leak_3191
L663,1.83,0.00018,0,L663,1.83,Leak_3192
L664,2.21,0.00019,0,L664,2.21,Leak_3193
L665,6.53,0.00013,0,L665,6.53,Leak_3194
L665,23.83,0.00013,1,L665_1,17.3,Leak_3195
L666,1.89,0.00072,0,L666,1.89,Leak_3196
L667,4.65,0.0002,0,L667,4.65,Leak_3197
L668,8.26,0.00016,0,L668,8.26,Leak_3198
L668,9.14,0.00018,1,L668_1,0.88,Leak_3199
L669,11.24,0.00023,0,L669,11.24,Leak_3200
L669,27.79,0.00024,1,L669_1,16.55,Leak_3201
L670,272.79,0.00096,0,L670,272.79,Leak_3202
L670,314.5,0.00097,1,L670_1,41.71,Leak_3203
L672,7.19,0.000089,0,L672,7.19,Leak_3204
L673,4.94,0.00014,0,L673,4.94,Leak_3205
L674,21.06,0.00028,0,L674,21.06,Leak_3206
L674,23.38,0.00027,1,L674_1,2.32,Leak_3207
L675,9.56,0.00027,0,L675,9.56,Leak_3208
L676,6.06,0.00103,0,L676,6.06,Leak_3209
L676,21.93,0.00089,1,L676_1,15.87,Leak_3210
L677,12.49,0.00057,0,L677,12.49,Leak_3211
L678,6.75,0.00013,0,L678,6.75,Leak_3212
L68,15.11,0.00035,0,L68,15.11,Leak_3213
L683,7.18,0.000013,0,L683,7.18,Leak_3214
L683,30.11,0.000012,1,L683_1,22.93,Leak_3215
L684,11.59,0.00036,0,L684,11.59,Leak_3216
L684,50.26,0.00034,1,L684_1,38.67,Leak_3217
L685,0.52,0.00113,0,L685,0.52,Leak_3218
L688,11.53,0.00039,0,L688,11.53,Leak_3219
L688,37.3,0.00033,1,L688_1,25.77,Leak_3220
L689,11.76,0.00013,0,L689,11.76,Leak_3221
L689,11.99,0.00015,1,L689_1,0.23,Leak_3222
L69,92.73,0.00359,0,L69,92.73,Leak_3223
L692,59.03,0.00173,0,L692,59.03,Leak_3224
L694,3.71,0.00024,0,L694,3.71,Leak_3225
L694,6.21,0.00023,1,L694_1,2.5,Leak_3226
L695,7.84,0.000003,0,L695,7.84,Leak_3227
L698,9.18,0.00001,0,L698,9.18,Leak_3228
L698,24.78,0.000011,1,L698_1,15.6,Leak_3229
L699,5.98,0.00018,0,L699,5.98,Leak_3230
L7,4.3,0.00188,0,L7,4.3,Leak_3231
L7,10.88,0.00158,1,L7_1,6.58,Leak_3232
L7,113.22,0.00157,2,L7_2,102.34,Leak_3233
L70,85.46,0.000026,0,L70,85.46,Leak_3234
L70,182.34,0.000025,1,L70_1,96.88,Leak_3235
L70,238.78,0.000025,2,L70_2,56.44,Leak_3236
L70,241.9,0.000027,3,L70_3,3.12,Leak_3237
L70,249.96,0.000029,4,L70_4,8.06,Leak_3238
L701,5.89,0.00071,0,L701,5.89,Leak_3239
L701,46.09,0.00068,1,L701_1,40.2,Leak_3240
L702,5.85,0.00068,0,L702,5.85,Leak_3241
L704,0.26,0.00003,0,L704,0.26,Leak_3242
L708,3.66,0.00111,0,L708,3.66,Leak_3243
L710,18.52,0.0006,0,L710,18.52,Leak_3244
L710,38.56,0.00065,1,L710_1,20.04,Leak_3245
L711,26.26,0.00418,0,L711,26.26,Leak_3246
L711,48.05,0.00091,1,L711_1,21.79,Leak_3247
L712,52.65,0.00201,0,L712,52.65,Leak_3248
L713,2.28,0.000035,0,L713,2.28,Leak_3249
L714,56.42,0.000057,0,L714,56.42,Leak_3250
L717,15.84,0.00038,0,L717,15.84,Leak_3251
L717,20.57,0.00037,1,L717_1,4.73,Leak_3252
L721,2.62,0.000083,0,L721,2.62,Leak_3253
L725,4.29,0.0005,0,L725,4.29,Leak_3254
L726,17.55,0.00109,0,L726,17.55,Leak_3255
L726,53.15,0.00125,1,L726_1,35.6,Leak_3256
