,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta
L1481,5.631894e-05,2.4328008e-05,3.417302e-05,9.205192e-06,1.7235056e-05,5.1428564e-05,7.46483e-05,3.60962e-05,1.0828488e-05,5.4561533e-05,3.307406e-05,5.2759424e-06,4.7089532e-05,3.006775e-05,2.7162954e-05,9.684823e-06,7.964671e-06,2.4987385e-06,1.6219914e-05,5.1530078e-05,2.205465e-05,1.9429252e-05,8.0933794e-05,5.8379024e-05,4.9578957e-05,0.00011409912,0.00037885457,0.00068320055,0.0006530443,0.0013827765,7.179193e-05,0.00020993035,0.00013998151,2.906099e-05,0.0004998399,0.0015488537,0.00018687453,0.00049557444,5.6102872e-05,0.00012739841,0.004638807,0.00075137056
L1482,5.4097734e-05,2.5600195e-05,3.425684e-05,9.103678e-06,1.6848557e-05,5.167816e-05,7.345714e-05,3.5932288e-05,1.0685064e-05,5.6033023e-05,3.4837984e-05,6.219372e-06,4.8614107e-05,2.966635e-05,2.675876e-05,9.6187e-06,7.283874e-06,1.3820827e-06,1.5593134e-05,5.2222982e-05,2.2790395e-05,2.0106323e-05,8.1483275e-05,5.8993697e-05,5.0534494e-05,0.00011949241,0.00037209783,0.00067892857,0.00065414794,0.0013814494,7.165596e-05,0.00021070987,0.00014064182,2.9665418e-05,0.00050042383,0.001547887,0.0001872778,0.0004950939,5.552359e-05,0.00012641307,0.0046382993,0.0007504765
L1498,8.0377795e-05,1.3994053e-05,4.112441e-05,1.2385659e-05,3.1459145e-05,5.6535006e-05,0.00012233481,5.369447e-05,1.38049945e-05,5.5801123e-05,2.8519891e-05,7.23172e-06,5.0675124e-05,4.629884e-05,5.1254407e-05,3.7038699e-06,2.0029955e-05,1.8402934e-05,2.884958e-05,7.1159564e-05,1.887884e-05,1.9648112e-05,0.00010373164,9.4728544e-05,2.8576702e-05,0.0001615854,0.0005892422,0.0010153931,0.00065535493,0.0013512354,9.600259e-05,0.00026570074,0.00013094395,2.32514e-05,0.0006103348,0.0015831366,0.000239674,0.00069822,5.5205077e-05,0.00016118214,0.004457306,0.0006222557
L1522,4.7917943e-05,1.9073486e-06,3.274856e-05,1.176307e-05,3.193179e-05,4.1337218e-05,8.629868e-05,4.7181733e-05,4.6486966e-06,4.2965636e-05,3.2112468e-05,1.101708e-05,1.7489772e-05,3.9753504e-05,4.6075787e-05,2.4000183e-06,1.0917429e-05,1.11269765e-05,2.6965514e-05,5.6263525e-05,1.6383827e-05,1.90516e-05,7.866463e-05,0.000103172846,3.2385346e-05,0.00014230981,0.00063048117,2.8342009e-05,1.7057639e-05,0.00014919555,1.141848e-05,3.8457103e-05,1.7479062e-05,3.5659876e-05,0.00022912165,0.00039613107,0.000134754,0.00014203368,0.0006487677,0.00013320614,8.1044156e-05,0.00026248535
L1524,5.7947822e-05,4.861504e-07,4.3628737e-05,1.5340745e-05,4.4663437e-05,5.7027675e-05,0.00011853222,6.584171e-05,5.2331015e-06,5.6132674e-05,4.4851564e-05,1.526624e-05,2.0800158e-05,5.5402517e-05,6.623939e-05,6.461516e-06,1.5375204e-05,1.6819686e-05,3.749691e-05,7.796101e-05,1.9937754e-05,2.4925917e-05,0.00010528043,0.00013925973,6.320514e-05,0.00040509365,9.747874e-05,4.2120926e-05,3.0683354e-05,0.00019946322,1.6656704e-05,4.898943e-05,2.9524788e-05,4.5519322e-05,0.00030276272,0.0004557222,4.1808933e-05,0.00013921782,0.0009135334,0.000104693696,0.00010765344,0.00035567023
L1540,7.298775e-05,1.2274832e-06,4.063826e-05,1.5038997e-05,4.232768e-05,4.8818998e-05,0.00013478845,6.0743652e-05,7.968396e-06,4.7781505e-05,2.9741786e-05,1.816079e-05,2.9939227e-05,5.20451e-05,6.186962e-05,3.4114346e-06,1.9975007e-05,2.0295382e-05,3.6627986e-05,7.318426e-05,1.7588958e-05,2.0957552e-05,0.00010285806,0.00012965593,1.6502105e-05,0.00021460745,0.00022690743,0.0009345487,1.4264137e-05,0.00023565814,1.2596138e-05,7.814262e-05,2.8184615e-05,3.9578415e-05,0.00042866915,0.0012903223,0.0015708562,0.0010093525,0.00082441047,6.4259395e-05,0.00015076902,0.0004454283
L1541,7.857196e-05,3.1888485e-06,4.013814e-05,1.4945865e-05,4.2753294e-05,4.662294e-05,0.00014016964,6.054435e-05,9.029172e-06,4.422292e-05,2.3987144e-05,1.9551255e-05,3.075041e-05,5.3077005e-05,6.300956e-05,3.5157427e-06,2.2706576e-05,2.3926608e-05,3.7654303e-05,7.25463e-05,1.5489757e-05,1.9038096e-05,0.000102749094,0.00012342166,1.7574988e-05,0.00024073478,2.6057474e-05,0.0010310356,1.1337921e-05,0.00026258454,3.6055222e-05,3.946107e-05,3.9618462e-05,3.5094097e-05,0.0004373761,0.0004770914,9.361841e-05,0.00045329798,0.00017637853,1.3194047e-05,0.0001482442,0.0004848605
L1576,0.00016220869,4.0419633e-05,1.6822247e-05,1.07062515e-05,8.711824e-06,6.926479e-06,2.3711706e-05,2.4055596e-05,1.4243182e-05,5.4254662e-05,6.4745545e-06,5.497597e-06,5.8410224e-06,2.3123808e-05,1.3592653e-06,4.4551445e-05,9.42871e-06,7.62078e-06,1.5564961e-05,1.7337501e-05,8.103903e-06,3.841659e-05,3.897259e-05,0.0001298734,9.487616e-06,3.901031e-05,2.0687003e-05,9.461283e-05,7.666694e-05,0.00012292573,7.868279e-06,5.2020652e-05,5.7416735e-05,8.501345e-05,0.00013368693,4.931586e-06,1.2861565e-05,3.2837735e-05,1.585926e-05,1.486158e-06,5.5811834e-05,0.00011832197
L1588,7.598917e-05,3.395253e-05,1.6899314e-05,4.5141205e-06,2.4028122e-07,9.553507e-06,2.3776898e-05,1.6003149e-05,5.5702403e-06,5.4526143e-05,2.3145461e-05,2.2966415e-06,2.269866e-05,1.0572374e-05,3.826339e-06,8.307863e-06,8.374453e-06,1.6683945e-05,5.9381127e-06,2.875505e-05,2.1561282e-05,1.993007e-05,4.5643654e-05,0.000110624125,9.043608e-06,4.237122e-05,7.771887e-06,8.457177e-05,5.3485157e-05,0.00011470122,5.0147064e-06,5.1916344e-05,2.2587366e-05,4.354329e-05,6.6195615e-05,3.724848e-05,6.738468e-05,8.545909e-05,2.4063047e-06,3.21751e-05,7.254584e-05,0.00019543571
L1593,7.894728e-05,2.11047e-05,1.20769255e-05,1.2042001e-06,6.747432e-07,2.8409995e-06,2.9182062e-05,1.2204051e-05,1.0123942e-05,3.1668227e-05,3.0146912e-06,4.2486936e-06,9.122305e-06,1.1385884e-05,7.9786405e-06,4.270114e-06,3.0556694e-06,3.2922253e-07,4.308764e-06,2.07806e-05,7.227063e-06,1.1463184e-05,3.1914096e-05,6.82869e-05,3.8733706e-06,2.1291431e-05,5.7737343e-06,6.836932e-05,3.4791417e-05,7.4522104e-05,6.589573e-06,3.2401644e-05,1.1869706e-05,2.6150141e-05,4.3089967e-05,2.7413014e-05,4.233932e-05,4.0168874e-05,9.681098e-07,2.4037436e-05,2.8682407e-05,0.000117114745
L1594,7.844297e-05,2.1352433e-05,1.206575e-05,1.095701e-06,2.2118911e-07,2.8065406e-06,2.8612092e-05,1.20205805e-05,1.0248274e-05,3.1832606e-05,2.8875656e-06,4.1211024e-06,9.171199e-06,1.1274591e-05,7.767696e-06,4.4754706e-06,3.053341e-06,3.320165e-07,4.31668e-06,2.0710751e-05,7.03102e-06,1.0934193e-05,3.1906646e-05,6.858725e-05,3.968831e-06,2.15373e-05,6.445218e-06,6.830972e-05,3.519235e-05,7.445691e-05,6.6948123e-06,3.2644253e-05,1.2084842e-05,2.6084948e-05,4.2732805e-05,2.7779024e-05,4.2107422e-05,4.0567946e-05,8.791685e-07,2.3718923e-05,2.8321985e-05,0.000117608346
L1595,7.114513e-05,2.1456275e-05,1.1945143e-05,1.7527491e-06,4.7218055e-07,1.2777746e-06,2.513593e-05,1.1967495e-05,8.546282e-06,3.326265e-05,5.4175034e-06,2.335757e-06,1.1289027e-05,1.03418715e-05,5.6154095e-06,5.79888e-06,1.0035001e-06,2.569519e-06,4.310161e-06,1.992425e-05,8.741394e-06,1.1058059e-05,3.143726e-05,7.139752e-05,4.251953e-06,2.3568049e-05,3.6451966e-06,6.710924e-05,3.6955345e-05,7.678848e-05,6.301794e-06,3.3956487e-05,1.4245976e-05,2.8544106e-05,4.3472275e-05,2.802303e-05,4.173629e-05,4.419498e-05,8.568168e-08,2.3053493e-05,3.4716446e-05,0.00012426451
L1846,2.1300744e-05,4.5747263e-05,1.2345612e-05,5.8873557e-06,4.791026e-05,3.392715e-05,0.00013315887,5.32961e-05,1.7210841e-06,1.3977056e-05,3.6896672e-06,2.9258896e-05,1.3976358e-05,4.5243185e-05,8.031493e-05,3.361632e-05,3.390829e-05,4.11598e-06,3.417651e-05,5.9223967e-05,1.7145416e-05,2.4517067e-07,5.0817383e-05,4.8884423e-05,1.9104453e-05,1.7286045e-05,3.174157e-05,6.51048e-05,3.4442637e-05,2.770871e-05,4.3089967e-06,1.251162e-05,5.536247e-05,3.715069e-05,9.446172e-06,1.0945136e-05,4.8640184e-05,0.00011599553,4.4325832e-05,7.128832e-05,3.5632402e-06,3.816909e-05
L2086,0.00020102272,3.724522e-05,1.2077158e-05,1.6829465e-05,1.2230361e-05,2.800161e-05,1.1833385e-05,2.4640467e-05,1.3286481e-05,2.538343e-05,4.2905565e-05,2.1967804e-05,1.0003569e-05,7.889699e-06,9.195879e-06,4.988117e-05,9.325566e-06,3.2028183e-06,2.0876527e-05,1.372071e-05,2.4202745e-06,2.6761089e-05,3.8746977e-05,0.00012662448,2.3186905e-05,2.5973655e-05,1.09618995e-05,9.282888e-05,8.925726e-05,9.6196076e-05,1.46257225e-05,4.6974514e-05,5.632895e-05,8.967728e-05,0.00013039703,2.3588073e-06,1.3698358e-05,7.299334e-05,1.7304672e-05,1.3569137e-05,2.2035092e-05,7.1742106e-05
L2613,8.010026e-05,2.216734e-05,1.2440607e-05,1.3331883e-06,3.8649887e-08,2.2677705e-06,2.8228387e-05,1.2506265e-05,1.011556e-05,3.313739e-05,3.3471733e-06,4.0479936e-06,9.81288e-06,1.1477154e-05,7.2456896e-06,5.2344985e-06,2.6756898e-06,3.152527e-07,4.35533e-06,2.0959415e-05,7.72858e-06,1.1409167e-05,3.2783486e-05,7.1483664e-05,3.9613806e-06,2.266094e-05,5.639158e-06,7.0034526e-05,3.7169084e-05,7.7533536e-05,6.9076195e-06,3.411481e-05,1.3324432e-05,2.8011855e-05,4.5196153e-05,2.8231647e-05,4.2769127e-05,4.1856896e-05,5.424954e-07,2.4189241e-05,3.1541567e-05,0.0001226021
L2616,3.4046006e-06,1.7060993e-06,2.3218854e-07,4.549056e-07,1.1136981e-06,2.5700865e-06,4.27371e-06,1.5066598e-06,4.7783215e-07,1.3599547e-06,5.5820965e-07,8.4897874e-07,9.654577e-07,1.7576567e-06,3.352914e-06,2.7101778e-06,2.0277075e-06,2.7571077e-06,1.3690442e-06,2.4475266e-06,2.1721826e-06,1.4688158e-06,1.1104748e-06,2.1430023e-06,1.8757419e-08,1.3561366e-06,3.302037e-06,1.114844e-06,1.990942e-06,5.681264e-06,3.2931712e-07,1.3652934e-06,3.3187207e-06,4.305668e-06,5.8597034e-06,2.0761472e-06,1.5419027e-06,3.4966106e-06,1.8184764e-06,2.476274e-06,8.385723e-07,3.4571895e-06
L2887,5.3681433e-05,2.8423965e-06,4.8084185e-05,1.6628765e-05,4.610326e-05,5.096849e-05,0.00014365558,6.883126e-05,4.688278e-06,6.448012e-05,4.9880706e-05,2.054032e-05,5.327165e-07,5.8948994e-05,6.676931e-05,4.3865293e-06,1.1945143e-05,1.1572614e-05,3.629364e-05,8.2165934e-05,2.5008805e-05,2.9320829e-05,0.00011268072,0.000150281,0.0002489332,0.00035984255,0.00010727439,2.760347e-05,5.5254437e-05,0.0001909351,2.5295652e-05,2.941303e-05,4.2365864e-05,5.7768077e-05,0.00028248038,0.000474968,3.6031008e-05,0.00010794029,0.00088398997,0.0001185108,4.6889298e-05,0.0003735302
L437,3.199093e-05,2.481509e-06,2.2218563e-05,1.3694167e-05,2.8186012e-05,1.0062475e-05,1.6957987e-05,2.5483314e-05,1.3656914e-05,2.3678876e-06,9.869225e-06,1.3029203e-06,4.739035e-06,7.180497e-07,2.1077693e-05,1.8723309e-05,2.6128255e-06,6.796792e-06,8.821953e-06,2.5528949e-05,1.6439706e-05,8.8009983e-07,2.0172447e-06,1.4188699e-06,4.065223e-07,5.9138983e-08,1.0942109e-05,1.3342593e-05,3.5837293e-06,1.4620833e-05,5.7768077e-05,1.0279939e-05,9.27737e-06,2.0247884e-05,8.488074e-06,6.4112246e-06,4.8493966e-06,1.6411766e-05,8.983538e-06,2.767425e-06,9.23872e-07,2.8845854e-05
L445,1.6600592e-05,1.2500677e-06,1.1303462e-05,6.9104135e-06,1.4375895e-05,5.178852e-06,8.55769e-06,1.2921402e-05,6.920425e-06,1.2307428e-06,5.1080715e-06,6.414484e-07,2.3958273e-06,3.555324e-07,1.0808464e-05,9.610318e-06,1.3432e-06,3.4158584e-06,4.5194756e-06,1.2942124e-05,8.437317e-06,6.251503e-07,1.4659017e-06,5.455222e-07,1.9744039e-07,2.9569492e-08,5.6400895e-06,6.816117e-06,1.8209685e-06,7.360708e-06,2.6669819e-05,5.291775e-06,4.7627836e-06,1.0287622e-05,4.3434557e-06,3.3474062e-06,2.3487955e-06,8.28621e-06,4.5141205e-06,1.3585668e-06,4.5751221e-07,1.4495803e-05
L1465,0.00017420761,1.4383346e-05,7.464923e-05,2.7395785e-05,9.196997e-05,8.6469576e-05,0.00031974353,0.0001310166,2.4249777e-05,8.05594e-05,3.158115e-05,4.85871e-05,9.1038644e-05,0.000112826005,0.00015024655,2.0282343e-05,6.3598156e-05,7.235259e-05,7.898733e-05,0.00016471744,1.8684193e-05,3.534183e-05,0.00021504797,0.0002503395,3.2952055e-05,0.00037940964,0.0005270615,0.002134513,0.00060817227,0.0010115635,5.721487e-05,0.00028069504,4.7998503e-05,1.02594495e-05,0.0010442995,0.0019697417,0.00030616298,0.0011790581,0.00021832064,0.0001720339,0.0041399635,0.00014895201
L1466,0.0001729764,1.3235956e-05,7.468648e-05,2.7071685e-05,9.09064e-05,8.646585e-05,0.00031781197,0.00013038144,2.4586916e-05,8.125417e-05,3.1607226e-05,4.8182905e-05,9.118393e-05,0.00011240691,0.00014937297,1.9825995e-05,6.348081e-05,7.190183e-05,7.817894e-05,0.00016487204,1.8605962e-05,3.4816563e-05,0.00021499768,0.00025029108,3.203191e-05,0.00038038567,0.0005260706,0.0021344647,0.00060973875,0.0010104477,5.685538e-05,0.00028169155,4.8782676e-05,1.07157975e-05,0.0010443423,0.0019683205,0.00030693412,0.0011791736,0.00021885708,0.00017083064,0.004139088,0.00014737621
L1467,0.00017209165,1.1609867e-05,7.471442e-05,2.6788563e-05,8.976087e-05,8.626282e-05,0.0003151931,0.00012958981,2.48719e-05,8.2151964e-05,3.1791627e-05,4.7676265e-05,9.14149e-05,0.00011177547,0.00014800578,1.9123778e-05,6.304681e-05,7.106736e-05,7.7152625e-05,0.00016463548,1.8982217e-05,3.4777448e-05,0.00021488406,0.00025017373,3.092736e-05,0.00038167834,0.0005259812,0.0021349136,0.0006117057,0.001008641,5.6648627e-05,0.00028298981,4.9978495e-05,1.1881813e-05,0.0010455456,0.0019672886,0.00030786544,0.0011788942,0.0002198182,0.00016933307,0.0041397065,0.00014558062
L1471,6.1417e-05,1.5310943e-06,3.1647272e-05,1.1514872e-05,3.094878e-05,3.5353005e-05,0.000104058534,4.5076013e-05,7.790513e-06,3.7769787e-05,1.969561e-05,1.3933517e-05,2.5120564e-05,3.954023e-05,4.5366585e-05,5.029142e-07,1.6150065e-05,1.5862286e-05,2.7141534e-05,5.5735e-05,1.4025718e-05,1.550652e-05,8.037593e-05,9.659771e-05,1.0971911e-05,0.00019290578,1.8184073e-05,0.0008534752,1.6655773e-05,0.00020576175,2.8190203e-05,3.55402e-05,2.7057715e-05,3.1734817e-05,0.0003624512,0.00038348138,7.7794306e-05,0.00035941135,0.00014173612,1.3532117e-05,0.00010211021,0.00038549863
L1475,7.791631e-05,2.0973384e-06,3.9950944e-05,1.4763325e-05,4.181266e-05,4.6076253e-05,0.00013776217,5.956646e-05,9.178184e-06,4.4710003e-05,2.4043955e-05,1.9081868e-05,3.073085e-05,5.2251853e-05,6.161537e-05,2.9299408e-06,2.2165477e-05,2.3079105e-05,3.6803074e-05,7.18236e-05,1.5830621e-05,1.905486e-05,0.00010208227,0.00012264121,1.6749837e-05,0.0002404442,2.639927e-05,0.0010338696,1.2177043e-05,0.00026380457,3.6071986e-05,3.9974228e-05,3.8661063e-05,3.596302e-05,0.0004385179,0.00047436357,9.376835e-05,0.00045073312,0.00017635431,1.4779158e-05,0.00014879927,0.00048479717
L1860,1.48348045e-05,2.0196196e-05,1.4588935e-05,6.4254273e-06,4.303921e-05,4.8984308e-05,0.00010601897,4.7076726e-05,9.968411e-06,2.8468668e-05,6.688386e-05,2.6240014e-07,1.0167016e-05,3.098068e-05,5.7277502e-05,3.1904317e-05,2.8493814e-06,2.8358772e-06,2.5492627e-06,6.702263e-05,2.2137072e-05,3.2596057e-05,4.272652e-05,4.5501394e-05,9.464333e-06,1.5288359e-05,1.22198835e-05,2.7841423e-05,1.1500204e-05,1.5496043e-05,3.2864045e-06,1.5011523e-05,2.5958288e-05,1.3843179e-05,4.124362e-06,1.277891e-05,7.88793e-05,9.914115e-05,1.8134713e-05,6.669108e-05,9.025913e-05,8.383114e-05
L1868,1.0543619e-05,1.667114e-05,1.2747827e-05,5.8135483e-06,3.7169782e-05,4.5666937e-05,9.388756e-05,4.2415573e-05,8.444185e-06,2.6940601e-05,6.009743e-05,1.7110724e-06,1.03570055e-05,2.7788803e-05,5.0162198e-05,2.8185546e-05,1.3248064e-06,1.5716068e-06,3.432855e-06,5.7360972e-05,1.983589e-05,2.9986608e-05,3.7092017e-05,4.0041166e-05,9.27737e-06,1.44037185e-05,1.3915938e-05,2.5324174e-05,1.010194e-05,1.7244369e-05,2.8434442e-06,1.4418736e-05,2.0758132e-05,9.376556e-06,1.0463409e-06,1.0643271e-05,7.0141046e-05,8.8326284e-05,1.5013036e-05,5.8695558e-05,8.3041145e-05,7.844623e-05
L2365,8.0035534e-11,9.094947e-11,6.91216e-11,8.731149e-11,1.05501385e-10,1.0913936e-11,2.6557245e-10,1.2369128e-10,5.4569682e-11,6.91216e-11,1.0186341e-10,8.731149e-11,2.910383e-11,2.6921043e-10,1.7826096e-10,8.0035534e-11,2.1100277e-10,1.70985e-10,3.1286618e-10,8.367351e-11,2.1827873e-11,9.822543e-11,2.582965e-10,2.6557245e-10,3.274181e-11,1.0913936e-11,2.582965e-10,2.1827873e-11,1.0186341e-10,1.8189894e-11,1.1641532e-10,1.1277734e-10,2.2191671e-10,2.6557245e-10,2.1100277e-10,1.2369128e-10,1.8189894e-10,2.1827873e-10,7.6397555e-11,3.0559022e-10,2.8740033e-10,1.6370905e-10
L2619,6.255787e-05,1.2004748e-06,3.203377e-05,1.1804514e-05,3.325194e-05,3.6789104e-05,0.000109896995,4.7490932e-05,7.4766576e-06,3.618747e-05,1.9335188e-05,1.5133992e-05,2.4883077e-05,4.1654333e-05,4.8995018e-05,2.1234155e-06,1.7624348e-05,1.8243678e-05,2.9235147e-05,5.7470053e-05,1.289323e-05,1.5399419e-05,8.183811e-05,9.81912e-05,1.2958422e-05,0.00019259565,1.6938895e-05,0.0008349605,1.47316605e-05,0.00020009652,2.789218e-05,3.415346e-05,2.9393472e-05,2.9048882e-05,0.0003552325,0.00038966164,7.66702e-05,0.00036362093,0.00014067627,1.0636635e-05,0.00010877475,0.0003824737
L146,0.00029672543,6.487826e-06,3.166031e-06,3.4393743e-06,1.80169e-05,2.0028092e-06,2.1144748e-05,7.505296e-06,6.7169312e-06,2.2887252e-07,6.193295e-08,7.4040145e-08,1.071021e-08,3.0500814e-08,9.655487e-07,1.2656674e-06,7.4505806e-08,1.8556602e-07,3.0663796e-07,2.730405e-06,2.9834919e-06,0.00052594463,,,,,,,,,,,,,,,,,,,,
L1720,0.0002161786,0.00017387653,8.09785e-06,0.000107917935,0.00023228861,0.00028904714,0.00074413745,0.00031860545,3.3401884e-06,3.5455916e-05,0.00011333497,0.000113776885,1.2402888e-05,0.00020413613,0.00041980343,0.0002058139,0.00011907332,0.00031005358,0.00030723354,0.0003069006,9.934604e-05,0.00018561631,0.00027091848,0.00026428,1.1458993e-05,6.6370703e-06,2.7006958e-05,0.00023786258,0.00016615912,0.000286608,4.145596e-05,6.588735e-05,0.00022135722,0.00012883218,5.316781e-05,0.00022122823,0.00048804795,0.0007385588,0.0002313545,0.0004815911,0.0004362692,0.00037633767
L1736,0.00023649912,0.00018656813,7.707626e-06,0.00011964701,0.00025044428,0.00031443918,0.0008029621,0.00034364592,3.5450794e-06,4.1890424e-05,0.00012566894,0.00012238277,1.3900455e-05,0.00021744054,0.00045281788,0.00022449438,0.00012742262,0.00032980507,0.00028696842,0.00037862174,8.933479e-05,0.00022845715,0.000293151,0.00028024754,1.1489261e-05,3.999099e-06,1.9947998e-05,0.00026095845,0.00015960867,0.00031323172,4.0674582e-05,6.9710426e-05,0.00022453954,0.00012671389,2.9805116e-05,0.00024183886,0.0004994776,0.0007778881,0.00024182443,0.00049974676,0.0004735277,0.00039984658
L2054,8.0347294e-05,7.5181015e-07,1.6660895e-05,1.0169344e-05,2.8660288e-05,9.207288e-06,1.5260186e-05,1.6958686e-05,8.595409e-06,3.3208635e-06,8.292496e-06,1.0926742e-06,3.2009557e-06,5.343463e-07,1.626159e-05,1.4496036e-05,1.7439015e-06,5.9360173e-06,5.873153e-06,1.9599218e-05,1.0250369e-05,0.00050775893,0.000946888,0.00047508487,,,,,,,,,,,,,,,,,,
L3148,8.061319e-05,2.581859e-06,3.1897798e-08,5.6000426e-06,8.348841e-06,1.4941907e-05,1.0636868e-05,2.8199283e-05,2.6694266e-05,5.6608114e-06,7.666415e-06,9.329524e-07,4.836358e-06,4.884787e-07,6.7204237e-06,2.0449515e-06,5.8144797e-06,1.0711607e-05,2.4253968e-06,7.842435e-06,1.1867844e-05,0.00010066549,7.339753e-05,0.00030599744,4.4848537e-05,3.236346e-08,6.4386986e-06,7.749302e-06,2.5085174e-06,6.168848e-06,2.4358043e-05,1.2233388e-05,3.871508e-06,8.488307e-06,4.051719e-06,3.916677e-06,2.59839e-07,7.680152e-06,2.2719614e-06,1.7010607e-06,8.374918e-07,1.2353994e-05
L324,6.258907e-05,2.429355e-06,3.639981e-05,2.0159408e-05,3.425032e-05,2.1964777e-05,2.561789e-05,2.9565766e-05,8.836854e-06,5.8528967e-06,1.9560568e-05,2.8964132e-06,9.561889e-06,1.3136305e-06,3.8284343e-05,3.2438897e-05,5.058013e-06,1.4743768e-05,1.628697e-05,4.450651e-05,2.3318222e-05,0.00039144093,0.00070828735,0.0003636363,3.6245678e-05,2.2607855e-07,1.1691125e-05,1.5601283e-05,3.688736e-06,1.2826407e-05,1.7504673e-05,1.7571729e-06,7.1416143e-06,1.81559e-05,7.790513e-06,8.018687e-06,1.1709053e-06,1.540035e-05,5.2524265e-06,2.6680063e-06,1.7466955e-06,2.6379945e-05
L330,4.5132125e-05,2.2295862e-06,3.2954384e-05,1.8278603e-05,3.0989526e-05,1.9517029e-05,2.2438355e-05,2.6851892e-05,8.156523e-06,5.2843243e-06,1.7648796e-05,2.6370399e-06,8.7828375e-06,1.1743978e-06,3.4658005e-05,2.938346e-05,4.5544e-06,1.3462966e-05,1.4723046e-05,4.0341634e-05,2.1104002e-05,0.0003455209,,,,,,,,,,,,,,,,,,,,
L585,0.00023990078,1.7601997e-07,5.3048134e-05,2.857484e-05,5.0676987e-05,3.1402335e-05,5.00381e-05,4.2911153e-05,1.382269e-05,7.811468e-06,2.7744565e-05,4.2212196e-06,1.4435034e-05,2.5010668e-06,5.4029282e-05,4.501501e-05,7.926021e-06,2.155872e-05,2.4450012e-05,6.353343e-05,3.3831224e-05,0.00047935406,0.0009533786,,,,,,,,,,,,,,,,,,,
L912,8.009584e-05,4.9662776e-07,2.1400163e-05,1.0474119e-05,2.2517983e-05,1.3554934e-05,1.8237391e-05,1.7646467e-05,6.021466e-06,3.0663796e-06,1.1206837e-05,1.5653204e-06,5.5313576e-06,7.8603625e-07,2.1868618e-05,1.8552644e-05,3.1602103e-06,8.089701e-06,9.756535e-06,2.5655609e-05,1.429976e-05,3.0793715e-05,6.21581e-05,2.8463779e-05,3.4994446e-06,5.8906153e-08,1.1299271e-05,1.3898127e-05,4.1497406e-06,1.1644792e-05,1.3059471e-06,1.2333272e-05,7.472234e-06,1.6222475e-05,7.4605923e-06,6.7071524e-06,1.6936101e-06,1.4360296e-05,4.9970113e-06,2.7897768e-06,1.1168886e-06,2.3080735e-05
L914,1.7995597e-05,1.1599623e-06,6.406335e-06,3.6734855e-06,7.634633e-06,3.3907127e-06,2.502813e-06,5.909009e-06,2.3390166e-06,8.42032e-07,3.218418e-06,4.5681372e-07,1.662178e-06,2.4063047e-07,6.5354398e-06,5.5375276e-06,9.2876144e-07,2.4077017e-06,2.8557843e-06,7.697381e-06,4.4034095e-06,1.0899967e-06,7.143244e-07,9.452924e-08,2.2468157e-08,1.618173e-08,3.5521807e-06,4.4131884e-06,1.2693927e-06,3.9456645e-06,2.027955e-06,2.4073524e-06,2.4205074e-06,5.3707045e-06,2.3462344e-06,2.1365704e-06,7.309718e-07,4.682108e-06,1.8369174e-06,9.63104e-07,3.5215635e-07,7.7401055e-06
L916,1.3933051e-05,8.851057e-07,5.0578965e-06,2.9240036e-06,6.0924212e-06,2.6353518e-06,2.2080494e-06,4.8278016e-06,2.0043226e-06,6.5233326e-07,2.5164336e-06,3.4511322e-07,1.2698583e-06,1.823064e-07,5.1490497e-06,4.389789e-06,7.179915e-07,1.8375576e-06,2.2186432e-06,6.027345e-06,3.5193516e-06,8.365605e-07,6.632763e-07,6.274786e-08,1.8451829e-08,1.2805685e-08,2.7698115e-06,3.4176628e-06,9.733485e-07,3.1237723e-06,1.6370323e-06,2.010609e-06,1.9178842e-06,4.326401e-06,1.8929713e-06,1.6656704e-06,6.495393e-07,3.699679e-06,1.5278347e-06,7.180497e-07,2.6833732e-07,6.147544e-06
L935,0.00018335157,4.5186607e-06,5.7870056e-06,3.4831464e-06,6.604474e-06,2.8314535e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1073,0.0001485059,7.757917e-07,3.982894e-05,1.9087456e-05,4.2181462e-05,2.6045367e-05,2.4248846e-05,3.0501746e-05,8.634292e-06,6.198883e-06,2.1587126e-05,3.1227246e-06,1.093559e-05,1.4789402e-06,4.133396e-05,3.451202e-05,6.2575564e-06,1.6078353e-05,1.8645078e-05,4.8660673e-05,2.5678426e-05,4.3769367e-05,8.404907e-05,3.8013794e-05,4.7218055e-06,1.7695129e-07,2.2204593e-05,2.7663074e-05,8.602627e-06,2.1649525e-05,2.2351742e-08,1.8774532e-05,1.385808e-05,2.9614195e-05,1.4002435e-05,1.2909062e-05,2.1588057e-06,2.7460046e-05,7.670373e-06,5.7499856e-06,2.3106113e-06,4.275143e-05
