,delta,delta,delta,delta,delta,delta,delta,delta,delta,delta
L2248_1,2.0684092e-06,1.11496774e-07,1.8110004e-06,4.611822e-06,5.147158e-07,9.205687e-07,2.705783e-07,1.1558877e-06,8.4501517e-07,7.0067617e-06
L2298_1,1.5074736e-05,1.7025741e-06,2.8594804e-06,0.00016483685,1.7403509e-06,5.941547e-06,7.256167e-07,3.1098025e-06,2.0943116e-07,4.9014925e-06
L2299_1,1.0701231e-05,7.026203e-06,4.0680243e-06,4.742389e-05,6.327755e-07,1.9647123e-06,2.507004e-07,1.0599178e-06,5.653419e-08,1.4678662e-06
L2299_2,9.8003875e-06,7.056944e-06,3.4512923e-06,4.9098555e-05,8.623465e-07,2.3026078e-06,4.3876935e-07,1.6322883e-06,1.1011434e-07,1.0598451e-06
L23_1,1.2147866e-06,1.1847078e-06,2.7895148e-06,3.183997e-05,1.2101664e-06,2.4365727e-07,3.1867967e-07,6.227274e-07,6.5914355e-07,
L233_1,1.1447992e-07,9.9113095e-08,1.5567639e-07,1.1028387e-06,1.4981197e-07,2.8026989e-08,2.9831426e-08,6.299524e-08,5.8687874e-08,1.0419171e-06
L2365_1,1.4901452e-06,1.846638e-07,2.8026407e-06,4.823407e-06,1.0808872e-06,1.3970712e-06,5.3003896e-07,1.9133731e-06,1.2567034e-07,
L2390_1,4.282192e-07,7.0780516e-08,3.3163815e-07,6.0397724e-07,1.01470505e-07,1.9079016e-07,7.5305143e-06,9.8621385e-06,2.8841896e-08,2.5295885e-06
L2400_1,6.730552e-07,9.148207e-07,1.2597011e-06,8.690695e-07,3.8548023e-07,1.9464642e-07,9.936921e-07,8.9986133e-07,3.8795406e-08,3.9725273e-06
L241_1,3.4490833e-05,1.1445372e-06,1.8731225e-06,1.313095e-05,1.794775e-06,3.1571835e-07,3.6804704e-07,7.7812e-07,7.158378e-07,0.00020360571
L241_3,3.4755154e-05,9.594951e-07,1.5703845e-06,1.1008349e-05,1.504668e-06,2.6461203e-07,3.085588e-07,6.5233326e-07,6.00121e-07,0.00020570651
L2450_3,8.4005296e-07,0.0002203628,0.00029197487,1.3236422e-07,4.400499e-08,5.296897e-08,,,,
L2463_2,4.368485e-08,1.9382715e-06,7.1993127e-06,2.415618e-08,8.047209e-09,9.720679e-09,1.2785313e-07,4.10364e-09,1.7517596e-07,
L2465_1,3.7558493e-08,1.9964646e-06,7.85671e-06,2.4956535e-08,8.28004e-09,1.00408215e-08,1.3217505e-07,4.278263e-09,1.8104038e-07,3.2514945e-06
L2465_2,1.8058927e-08,9.602081e-07,3.7786667e-06,1.2019882e-08,4.0017767e-09,4.8457878e-09,6.3562766e-08,2.05182e-09,8.706411e-08,1.563807e-06
L2469_1,3.2654498e-08,1.7362327e-06,0.00010043314,8.702045e-09,2.924935e-09,3.5070116e-09,4.609319e-08,1.5279511e-09,6.346818e-08,1.9630788e-05
L2469_2,4.4790795e-08,2.3810862e-06,9.740757e-05,1.6836566e-08,5.6170393e-09,6.7811925e-09,8.9276e-08,2.910383e-09,1.2258533e-07,2.0719905e-05
L2478_1,9.6915755e-09,1.082808e-07,1.6219565e-07,1.4784746e-08,4.9330993e-09,5.9226295e-09,2.500019e-08,2.575689e-09,8.250936e-09,2.840825e-07
L2479_1,8.454663e-09,9.42091e-08,1.4109537e-07,1.2849341e-08,4.292815e-09,5.16593e-09,2.172601e-08,2.240995e-09,7.188646e-09,2.4709152e-07
L2479_2,3.8708095e-09,4.316098e-08,6.467599e-08,5.8862497e-09,1.9645086e-09,2.3646862e-09,9.975338e-09,1.0113581e-09,3.2960088e-09,1.1325028e-07
L2480_1,1.7194543e-07,5.943584e-07,8.200295e-07,2.560555e-07,8.539064e-08,1.0273652e-07,2.8125942e-07,4.4237822e-08,6.9849193e-09,1.7945422e-06
L2480_2,1.1152588e-07,3.8533472e-07,5.3163967e-07,1.6595004e-07,5.532638e-08,6.664777e-08,1.823064e-07,2.8754584e-08,4.48199e-09,1.1634256e-06
L2480_3,5.7014404e-08,1.9706204e-07,2.719171e-07,8.489587e-08,2.8303475e-08,3.4066034e-08,9.327778e-08,1.46683306e-08,2.2992026e-09,5.9507147e-07
L2483_1,3.9071892e-08,1.3512908e-07,1.8639548e-07,5.820766e-08,1.9426807e-08,2.3355824e-08,6.395567e-08,1.0055373e-08,1.5861588e-09,4.0793384e-07
L2483_2,2.8390787e-08,9.810901e-08,1.3530371e-07,4.2258762e-08,1.4100806e-08,1.6982085e-08,4.642061e-08,7.2905095e-09,1.1641532e-09,2.9613147e-07
L2487_1,3.731111e-07,2.4342444e-07,5.523907e-07,5.410402e-07,1.8032733e-07,2.1111919e-07,4.1269232e-07,9.4936695e-08,1.5378464e-07,1.6589765e-06
L2489_1,8.767529e-09,3.0297088e-08,4.1800376e-08,1.3053068e-08,4.3510227e-09,5.2314135e-09,1.43409125e-08,2.2555469e-09,3.5652192e-10,9.147334e-08
L2495_1,3.511377e-08,9.6828444e-08,1.3023964e-07,5.2212272e-08,1.740409e-08,2.0954758e-08,5.448237e-08,9.0076355e-09,1.1204975e-09,3.312307e-07
L2498_1,1.0302756e-08,2.4272595e-08,3.1934178e-08,1.5294063e-08,5.0931703e-09,6.1409082e-09,1.5468686e-08,2.6338967e-09,7.6397555e-10,9.120413e-08
L250_1,2.639863e-07,2.3821485e-07,3.8355938e-07,4.5079796e-06,3.7849532e-07,1.8109859e-07,7.079507e-08,1.4845864e-07,1.4327816e-07,
L2502_1,2.8696377e-08,6.4857886e-08,8.480856e-08,4.2608008e-08,1.4202669e-08,1.7113052e-08,4.276808e-08,7.348717e-09,2.415618e-09,2.5014742e-07
L2504_1,4.7148205e-08,5.265465e-07,7.8906305e-07,7.1828254e-08,2.3981556e-08,2.8754584e-08,1.2142118e-07,1.2456439e-08,4.0163286e-08,0.0005552397
L251_1,1.3986573e-07,1.2622331e-07,2.032466e-07,2.3888206e-06,2.0056177e-07,9.596988e-08,3.752939e-08,7.867493e-08,7.5931894e-08,3.7877617e-06
L2551_1,6.586197e-08,1.1113589e-06,1.2804812e-06,7.08329e-07,1.0776275e-06,5.509937e-07,0.0002677602,1.8025748e-06,1.6775448e-07,6.5385248e-06
L2559_1,5.8318255e-07,7.9360325e-07,1.1094089e-06,8.192728e-07,4.2869942e-07,2.644956e-07,1.9710278e-06,5.8530713e-07,4.368485e-08,3.3433316e-06
L256_1,1.3984973e-06,1.1866796e-06,1.9109575e-06,2.246158e-05,1.8858118e-06,9.0233516e-07,3.5291305e-07,7.3976116e-07,7.1391696e-07,0.00017552357
L2565_1,1.1722441e-06,1.2841774e-06,1.9418076e-06,1.82027e-06,1.2220116e-06,6.9243833e-07,9.905139e-06,3.1254604e-06,1.7724233e-07,6.3980115e-06
L2577_2,2.5819463e-07,5.0780363e-07,6.847695e-07,4.3975888e-07,3.5950507e-07,2.0736479e-07,4.004469e-06,1.4209509e-06,1.1200609e-07,1.612003e-06
L2584_1,5.339389e-07,4.9499795e-07,8.076022e-07,7.538765e-07,7.569906e-08,2.1758024e-07,5.2618852e-06,2.6015914e-06,1.693843e-08,3.0866067e-06
L2592_1,1.05392246e-07,1.4706166e-07,2.2057066e-07,1.2392411e-07,2.0459993e-08,2.994784e-08,2.2354943e-06,3.6404526e-06,2.7292117e-08,7.983763e-07
L2597_1,2.3809844e-07,2.9659714e-07,4.0793384e-07,3.2824755e-07,1.08528184e-07,7.197377e-08,2.222092e-06,5.106558e-07,4.0439772e-08,1.1397788e-06
L2610_1,1.2388118e-06,5.678885e-08,9.478681e-07,1.686647e-06,7.2363036e-07,8.091083e-07,3.9092265e-07,9.314899e-07,4.566391e-08,7.912007e-06
L2612_1,8.747011e-07,4.8283255e-08,6.5599306e-07,1.3133103e-06,5.9443846e-07,5.073525e-07,2.485831e-07,5.849506e-07,1.17761374e-07,4.8824004e-06
L2616_1,3.885012e-06,3.3029937e-07,2.3122993e-06,5.036185e-06,2.2650056e-07,1.067172e-06,1.4532488e-06,2.4637557e-06,7.781273e-07,1.2840763e-05
L2616_3,5.662914e-06,1.5593614e-06,2.17482e-06,7.860028e-06,1.8879218e-06,2.538647e-06,1.5970218e-06,2.1716478e-06,1.19365e-06,1.8397928e-05
L2638_1,1.4496036e-06,5.7727448e-08,1.0097865e-06,2.8741633e-06,2.526649e-07,6.1099126e-07,3.1689706e-07,9.514624e-07,3.1164382e-07,4.303656e-06
L2650_1,4.4451444e-06,1.8218998e-08,3.5742996e-06,2.8739742e-06,9.419746e-07,1.7405255e-06,7.552735e-07,2.4723122e-06,3.7040445e-07,2.7173228e-05
L2657_1,3.0155643e-06,1.3042882e-07,2.3478642e-06,5.4154225e-06,9.571522e-07,1.1688971e-06,3.9725273e-07,1.4604739e-06,3.8660073e-07,5.9566373e-06
L2662_1,3.2296157e-06,3.5741687e-07,1.8665669e-06,5.5813216e-06,2.1635642e-06,1.7055572e-06,1.3058889e-07,1.9587824e-06,2.4716428e-08,2.8540417e-05
L2677_1,1.4664838e-06,5.2145333e-07,9.013602e-07,2.2045133e-06,2.807079e-06,7.4242416e-07,1.2242526e-07,5.18834e-07,1.1240772e-06,2.1611006e-05
L2681_1,1.0624353e-05,8.02509e-07,8.509203e-06,3.4308934e-05,7.142662e-07,4.3535256e-06,1.3448298e-06,5.1427633e-06,1.2858654e-06,6.4459746e-06
L2682_1,7.928535e-05,6.21425e-06,6.3678715e-05,0.00024924753,9.135343e-06,3.257254e-05,9.28808e-06,3.79025e-05,1.2368895e-05,1.0678545e-05
L2694_2,2.2320019e-06,6.1321043e-07,1.5013829e-06,,,,,,,
L2696_1,2.080109e-06,8.074858e-08,1.443288e-06,3.9991573e-06,4.254398e-07,8.6214277e-07,4.4905755e-07,1.3507815e-06,4.2379543e-07,6.0925377e-06
L2696_2,1.0481308e-06,4.0687155e-08,7.2723196e-07,2.0151201e-06,2.1434971e-07,4.3441833e-07,2.2626773e-07,6.8066583e-07,2.1356391e-07,3.0699593e-06
L271_1,5.9080776e-07,2.38535e-07,3.7866994e-07,4.536516e-06,3.763853e-07,1.8169521e-07,6.9718226e-08,1.4899706e-07,1.4202669e-07,
L2725_1,3.5937992e-06,1.0067015e-07,2.706569e-06,8.963223e-06,1.1264056e-06,1.3777753e-06,5.5044075e-07,1.8560968e-06,1.9490835e-07,
L2725_2,1.8635474e-06,1.7057755e-07,1.5013793e-06,1.24132785e-05,8.257921e-07,6.4846245e-07,1.7185812e-07,7.194176e-07,5.6877616e-07,1.7028011e-05
L2725_3,1.5663682e-07,6.266055e-08,5.105685e-07,1.18846365e-05,4.525209e-07,9.803625e-08,1.7804268e-07,2.8409704e-07,9.56541e-07,
L2734_1,4.574802e-06,2.832021e-07,3.6856072e-06,1.4054094e-05,1.7171405e-06,2.2424792e-06,7.444323e-07,2.8119684e-06,5.432812e-07,
L2775_1,1.2496348e-06,2.1281448e-07,7.0980605e-07,6.442582e-06,3.3225515e-06,1.372473e-06,1.365297e-07,3.730038e-07,1.973176e-06,6.6882285e-06
L2776_1,3.694513e-07,3.9673978e-07,7.7299774e-08,1.0035052e-05,,,,,,
L2810_1,3.0229858e-06,8.147649e-05,5.7527388e-05,2.415455e-05,1.1309981e-05,9.5060095e-06,1.1925003e-06,5.0687813e-06,3.017485e-07,7.2664116e-06
L2825_1,2.2623819e-05,3.8806524e-05,3.152332e-05,6.1681814e-05,4.929636e-06,4.7430804e-06,7.3667616e-07,2.8951035e-06,3.9843144e-08,1.0505319e-06
L283_1,3.6496203e-07,3.2995013e-07,5.307811e-07,3.7128775e-06,5.104084e-07,2.4447218e-07,9.57516e-08,2.0087464e-07,1.9448635e-07,7.912366e-05
L2850_1,5.1994342e-05,7.835217e-06,4.1467603e-05,0.00027054036,3.8651517e-05,2.957671e-05,4.397938e-06,1.7612008e-05,1.0756776e-07,9.109499e-06
L2861_2,1.4130375e-05,2.387911e-06,9.867246e-06,3.5406323e-05,2.3446279e-05,1.7043203e-06,1.7536804e-06,6.1762985e-06,1.4873222e-06,
L2877_1,4.3305554e-06,8.5116335e-07,3.3459655e-06,6.01833e-06,2.4564288e-06,2.0673033e-06,6.245609e-07,2.1410451e-06,1.3123645e-06,1.2505501e-05
L2880_1,2.1458836e-06,1.8278661e-07,1.5295518e-06,4.606438e-06,2.7358765e-06,4.988833e-07,1.3619137e-07,1.0119256e-06,2.9870716e-07,5.9820013e-07
L2880_2,3.1590025e-07,1.2867531e-07,3.507521e-07,5.6100835e-06,1.7565544e-06,9.278301e-08,1.9728759e-07,7.6273864e-08,6.33343e-07,3.049754e-06
L289_1,1.8379797e-07,1.6114063e-07,2.5952613e-07,1.8436986e-06,2.5110057e-07,8.899951e-08,4.687172e-08,9.850919e-08,9.501673e-08,
L290_1,3.0394585e-07,2.4501787e-07,4.0073064e-07,2.8302238e-06,3.841269e-07,6.7324436e-08,7.876224e-08,1.6649574e-07,1.5334808e-07,2.6120688e-06
L290_2,1.5278783e-07,1.2318196e-07,2.0144216e-07,1.4227699e-06,1.9310392e-07,3.384048e-08,3.959576e-08,8.3702616e-08,7.7081495e-08,1.3130993e-06
L2936_1,4.4378045e-05,2.458226e-06,2.4519977e-05,4.8627087e-05,2.251967e-05,1.5033933e-05,4.7733774e-06,1.9674771e-05,8.9742825e-06,4.668912e-05
L2986_1,2.5353569e-05,3.2072421e-06,4.9828086e-06,3.5129488e-06,1.14355935e-05,9.921438e-06,1.1691591e-06,5.374168e-06,2.676301e-06,1.6675913e-05
L2986_2,2.667078e-05,2.949906e-06,6.617978e-06,8.275383e-07,1.1895492e-05,1.0551186e-05,1.5114201e-06,6.680755e-06,2.7978094e-06,2.205855e-05
L2989_1,4.2058993e-05,1.4271936e-05,1.8169754e-05,,,,,,,
L2989_2,1.8865452e-05,1.7728307e-06,5.8583682e-06,3.7839054e-05,1.5700236e-05,7.7115255e-06,5.9545855e-06,2.1724263e-05,1.2401491e-05,
L2989_3,5.6176796e-06,3.6077108e-07,1.4755991e-05,2.4453038e-05,6.6471403e-06,1.648441e-06,1.0367366e-06,1.888827e-05,1.4661637e-05,4.8095797e-05
L2989_4,1.5178521e-05,3.6298297e-06,1.9127852e-05,1.2203935e-05,3.6957208e-06,3.6078854e-06,1.8064165e-06,8.725387e-06,1.7605722e-05,6.5774657e-06
L3002_2,4.774891e-06,1.0346703e-06,7.804978e-06,1.1892116e-05,2.3923349e-06,2.9646326e-06,1.5237601e-06,5.9464364e-06,4.2142347e-08,2.4968234e-05
L3002_3,4.284637e-06,9.005016e-07,7.0157403e-06,1.0705611e-05,2.1897722e-06,2.670451e-06,1.3659883e-06,5.314505e-06,2.2439053e-08,2.2459571e-05
L3003_1,5.577749e-08,1.2834062e-07,4.1841122e-07,4.6561036e-07,2.4528708e-07,3.6317942e-07,2.5458576e-08,1.0108488e-07,3.294408e-07,1.6844933e-06
L3003_2,3.0393858e-07,2.2402673e-08,6.394039e-07,9.991345e-07,2.513916e-07,2.2991298e-07,1.04097126e-07,3.769892e-07,1.9974686e-07,2.0200168e-06
L3003_3,1.1702068e-06,2.6030466e-07,2.0327861e-06,3.0932279e-06,6.0790626e-07,7.4844866e-07,3.8318103e-07,1.4928082e-06,8.440111e-08,6.4452906e-06
L3003_4,2.0939478e-06,5.1397365e-07,3.5186822e-06,5.3264375e-06,9.881333e-07,1.3014069e-06,6.807968e-07,2.6827038e-06,3.853347e-08,1.1164579e-05
L301_1,1.3427052e-07,1.0596705e-07,1.7564162e-07,1.4314646e-06,1.68111e-07,2.800516e-08,3.3251126e-08,7.0082024e-08,7.309427e-08,1.0650474e-06
L3019_2,0.00030109286,2.6710331e-05,0.00019673724,7.712282e-06,0.00018394273,0.00014404394,7.527694e-05,0.0001775762,4.8478134e-05,0.0005317889
L3019_3,0.00030002743,2.6493333e-05,0.00019539613,5.650334e-06,0.0001835553,0.00014352426,7.554889e-05,0.00017650984,4.856009e-05,0.0005274415
L3024_1,5.124719e-06,2.0793523e-06,5.211914e-06,1.3714365e-05,5.0220406e-06,2.90366e-06,4.640984e-06,3.196852e-06,2.3860193e-06,1.2986071e-05
L3031_1,6.3574953e-07,1.376975e-07,4.727517e-07,9.876894e-07,4.091853e-07,1.8775063e-07,1.18890966e-07,3.5903759e-07,3.321784e-07,
L3040_1,9.933312e-06,2.5272602e-06,4.115916e-05,7.094623e-05,7.3401025e-06,1.417828e-05,3.1538657e-06,2.55708e-05,6.2637264e-06,0.00011198892
L3040_2,5.4562697e-06,1.7709099e-06,4.4225628e-05,6.511944e-05,5.9534796e-06,1.252559e-05,2.2565946e-06,2.2727996e-05,5.173788e-06,0.00010094006
L3040_3,6.588525e-07,1.0221847e-06,4.700999e-05,5.875551e-05,4.7321373e-06,1.0396907e-05,1.6298145e-06,1.9165105e-05,4.0128944e-06,8.974149e-05
L3040_4,4.074507e-06,1.2214878e-07,4.9766415e-05,5.225555e-05,4.06857e-06,8.101459e-06,1.1489028e-06,1.5147583e-05,2.7618953e-06,7.776293e-05
L3040_5,6.5829954e-06,9.671785e-07,5.2382413e-05,4.708927e-05,3.9366423e-06,6.612303e-06,8.5902866e-07,1.21911e-05,2.1318556e-06,6.814595e-05
L3040_6,9.10426e-06,2.0645384e-06,5.5048324e-05,4.188114e-05,3.5260746e-06,5.0404633e-06,3.807072e-07,9.183743e-06,1.4652906e-06,5.8393634e-05
L3040_7,1.1329626e-05,3.0057563e-06,4.73205e-05,2.9014103e-05,3.0863448e-06,3.771187e-06,9.895302e-10,6.2693725e-06,8.8554225e-07,4.735528e-05
L3068_1,1.9705622e-06,1.0307995e-06,6.6463836e-06,1.2497883e-05,2.7198694e-06,6.112561e-06,1.0617659e-06,4.525529e-06,2.4220208e-07,
L3068_2,1.475215e-06,7.7165896e-07,4.9753e-06,9.355892e-06,2.0360458e-06,4.575937e-06,7.948256e-07,3.3876859e-06,1.8137507e-07,
L3068_3,9.545474e-07,4.993053e-07,3.2190583e-06,6.0535094e-06,1.3173267e-06,2.9607036e-06,5.14352e-07,2.1918095e-06,1.17346644e-07,
L3068_4,5.1394454e-07,2.6883208e-07,1.7330167e-06,3.2589596e-06,7.0914393e-07,1.5939295e-06,2.7692295e-07,1.1799857e-06,6.3184416e-08,
L3091_1,3.5642006e-07,3.6491838e-07,1.5078404e-06,3.6808342e-06,5.195907e-07,6.8776717e-07,3.2164098e-07,1.1118973e-06,3.7970312e-07,3.7025908e-05
L3091_2,5.5119745e-07,4.5225897e-07,2.5927002e-06,5.8276055e-06,9.121577e-07,1.238368e-06,4.691392e-07,1.91234e-06,5.0044036e-07,3.0573137e-05
L3095_2,3.403402e-06,3.3657998e-06,1.4921534e-05,0.00021161092,2.2134045e-06,3.326335e-06,2.1128217e-06,5.6984136e-06,3.0453084e-06,4.9680588e-05
L3097_1,1.4866237e-07,6.891787e-08,8.417992e-07,1.6566482e-06,3.0442607e-07,4.269532e-07,1.1443626e-07,6.205519e-07,9.452924e-08,4.958827e-06
L3121_1,1.0814285e-05,3.9204315e-06,3.5994162e-06,6.3899206e-06,2.115441e-06,6.688235e-06,1.037927e-05,1.5619153e-06,4.2529427e-07,0.00011546191
L3121_2,1.127008e-05,2.5332556e-06,1.959619e-06,8.199073e-06,2.0274601e-06,7.3600095e-06,1.0503281e-05,1.7572311e-06,3.4432742e-07,0.00011501278
L3122_1,9.107869e-05,3.558211e-05,0.00029627606,0.0006141113,2.7395785e-05,3.300514e-05,1.6501173e-05,3.904756e-05,5.817041e-06,0.0009906916
L3128_2,2.7521746e-06,2.5866902e-06,3.9562e-06,1.061213e-05,1.6476843e-06,7.7619916e-07,4.3399632e-07,7.2066905e-07,6.4459164e-07,2.1581887e-05
L3128_3,3.01603e-06,2.8830254e-06,4.41086e-06,1.18367025e-05,1.8381979e-06,8.6572254e-07,4.8428774e-07,8.0355676e-07,7.1927207e-07,2.0202016e-05
L3130_1,1.3759418e-06,1.2819073e-06,1.9604631e-06,5.2588875e-06,8.1647886e-07,3.8481085e-07,2.1510641e-07,3.5736593e-07,3.1935633e-07,2.7792616e-05
L3130_2,1.1379016e-06,1.0136573e-06,1.5487021e-06,4.1500607e-06,6.4406777e-07,3.0375668e-07,1.6955892e-07,2.8227805e-07,2.5180634e-07,2.9088289e-05
L3130_3,8.881034e-07,7.321796e-07,1.1165102e-06,2.9863586e-06,4.6307105e-07,2.1872984e-07,1.2179953e-07,2.0345033e-07,1.8092396e-07,
L3130_4,6.337941e-07,4.4547778e-07,6.763148e-07,1.8010905e-06,2.7872738e-07,1.3210229e-07,7.315248e-08,1.2319651e-07,1.0865915e-07,2.1547894e-06
L3143_1,1.4450052e-07,1.1538941e-07,1.9164145e-07,1.2752789e-06,1.8227001e-07,3.0333467e-08,3.5994162e-08,7.588824e-08,7.342169e-08,1.1528464e-06
L3181_1,3.0756928e-07,2.4290057e-07,2.2290624e-07,4.5492197e-07,1.5139813e-07,1.8274295e-07,4.0317536e-07,7.7910954e-08,7.386552e-08,
L3181_2,1.629669e-07,1.2871169e-07,1.1808879e-07,2.4103792e-07,8.023926e-08,9.6828444e-08,2.1362212e-07,4.126923e-08,3.9159204e-08,
L3196_1,2.7692295e-07,3.6054553e-07,4.888352e-07,,,,,,,
L3209_2,4.1196006e-05,6.9058733e-06,2.9499177e-05,5.0930073e-05,8.721673e-05,2.124242e-05,4.657195e-06,2.7736998e-05,3.753812e-06,9.6913194e-05
L3209_3,4.2223604e-05,6.777467e-06,3.045355e-05,5.2505056e-05,8.746225e-05,2.1690968e-05,4.8774527e-06,2.8601498e-05,3.597932e-06,0.00010014896
L3234_1,5.270017e-05,8.869334e-06,3.6705984e-05,5.1915995e-05,8.943316e-05,2.745376e-05,5.818438e-06,3.6387355e-05,4.051137e-06,0.00012276648
L325_2,3.658788e-07,2.7480564e-07,4.1416934e-07,2.8366921e-06,4.0214218e-07,8.117058e-08,1.0079384e-07,2.1082087e-07,1.5826663e-07,2.7478454e-06
L334_1,7.275812e-07,4.879839e-07,7.3038973e-07,5.1758398e-06,7.2963303e-07,1.4416582e-07,1.9464642e-07,3.7113205e-07,2.7888746e-07,
L334_2,4.554895e-07,2.4602195e-07,3.6338315e-07,2.6912385e-06,3.738678e-07,7.208291e-08,9.693031e-08,1.8547144e-07,1.3895624e-07,2.6932175e-06
L355_1,4.1321618e-07,4.010435e-07,1.8730498e-06,2.402201e-06,3.6451092e-07,4.40632e-08,6.148912e-08,4.88144e-07,6.606642e-07,5.5520868e-05
L410_1,5.7370926e-07,3.2939715e-07,5.3046097e-07,3.5898702e-06,5.962502e-07,5.6970748e-08,9.131327e-08,1.9627623e-07,2.4554902e-07,5.295282e-06
L413_1,1.7515413e-07,4.4637272e-07,7.486815e-07,3.826397e-06,1.7989805e-07,9.858639e-06,1.024091e-07,3.2716343e-07,1.764638e-07,
L413_2,3.7935388e-07,3.3974356e-07,8.1252074e-07,3.3459655e-06,5.3129042e-08,1.810334e-05,1.3686076e-07,4.3056207e-07,3.2888784e-07,
L413_3,6.2752224e-07,1.6482954e-07,5.295151e-07,1.4423567e-06,3.684254e-07,1.8132429e-05,9.985524e-08,3.5839912e-07,4.5834167e-07,5.7603873e-05
L414_1,2.9784132e-07,1.466833e-07,2.3566099e-07,1.5998667e-06,2.6472844e-07,2.6142516e-08,4.0439772e-08,8.8439265e-08,1.0904478e-07,1.2029559e-06
L419_1,2.342509e-06,6.383052e-07,1.018052e-06,6.959017e-06,1.1374359e-06,1.26136e-07,1.7491402e-07,3.912719e-07,4.612957e-07,5.7911966e-06
L419_2,2.1853484e-06,5.234615e-07,8.321949e-07,5.713606e-06,9.324867e-07,1.0430813e-07,1.4237594e-07,3.222376e-07,3.776513e-07,4.848931e-06
L434_1,1.588196e-06,7.575727e-07,1.2080709e-06,8.665113e-06,2.4326146e-06,1.1236989e-07,2.096931e-07,4.483445e-07,5.822221e-07,7.2879775e-05
L434_2,1.3295794e-06,5.791371e-07,9.2037953e-07,6.7195797e-06,1.8754508e-06,8.606003e-08,1.595763e-07,3.4243567e-07,4.4392073e-07,7.439751e-05
L439_1,9.977812e-07,4.323956e-07,7.1231625e-07,7.854687e-06,9.998621e-07,5.2386895e-08,1.2000964e-07,2.4899782e-07,3.4400728e-07,5.2731775e-06
L439_2,8.324714e-07,3.0252704e-07,5.050606e-07,5.74148e-06,7.607305e-07,3.745663e-08,8.2465704e-08,1.7191633e-07,2.3790926e-07,3.7025893e-06
L445_1,1.5261117e-05,2.0193402e-05,9.395578e-05,0.0001318166,7.942552e-06,1.2870878e-06,6.298069e-08,4.4125132e-05,4.2977044e-05,5.0776405e-05
L474_1,6.8086665e-06,6.0549704e-05,0.0002004272,1.7846818e-05,3.9885635e-06,2.1845335e-06,1.0250369e-06,,,
L484_1,1.6475678e-06,1.1065014e-05,4.642093e-05,4.667841e-05,7.356575e-07,6.96542e-07,1.5599653e-07,2.0209496e-05,1.982387e-05,2.9758608e-05
L485_1,9.171548e-06,2.178317e-05,9.735627e-05,,,,,,,
L507_2,3.008492e-06,2.3535395e-06,5.4130214e-06,,,,,,,
L515_1,1.1199969e-05,9.345706e-06,,,,,,,,
L525_1,3.511086e-07,1.6743434e-07,3.65304e-07,1.9418803e-06,2.765737e-07,4.190224e-08,5.0698873e-08,1.0756048e-07,1.08309905e-07,1.7218626e-06
L552_1,8.042116e-07,4.7234062e-07,1.0480144e-06,5.515787e-06,7.8533776e-07,1.1821976e-07,1.4445686e-07,3.0404772e-07,3.0770025e-07,
L592_1,5.1078387e-06,4.5653433e-06,2.2947788e-05,8.505536e-06,6.0515013e-06,5.844049e-08,8.4238127e-07,0.00026567746,2.3571774e-06,0.00055950624
L602_1,1.3735844e-06,1.0844087e-06,5.6625577e-06,1.5997211e-06,1.4314428e-06,3.1490345e-08,1.899898e-07,7.653993e-05,5.4453267e-07,
L611_1,5.605252e-07,3.0767114e-07,4.8984657e-07,3.1951204e-06,4.5541674e-07,9.6682925e-08,1.13854185e-07,6.980117e-07,1.7890125e-07,4.0892046e-06
L611_2,2.5737972e-07,1.4127727e-07,2.2492895e-07,1.4671023e-06,2.0912557e-07,4.438334e-08,5.228503e-08,3.2049866e-07,8.215284e-08,1.8776482e-06
L634_1,1.669905e-07,1.2372766e-07,2.682791e-07,1.8942665e-06,1.852095e-07,4.0541636e-08,4.6988134e-08,2.3855682e-07,7.216295e-08,
L634_3,3.1743548e-07,2.3515895e-07,5.099282e-07,3.6006313e-06,3.5206176e-07,7.706694e-08,8.929783e-08,4.534595e-07,1.371518e-07,
L653_2,4.6866015e-05,9.9975616e-05,0.00015989225,0.00021576416,1.8665567e-05,0.00015235506,7.449556e-05,2.5520101e-05,8.799136e-06,0.00053867884
L658_1,5.306618e-06,5.823851e-06,2.4200592e-05,4.951394e-05,3.8491387e-05,1.6766426e-05,2.4104898e-05,1.6546692e-05,9.352807e-07,0.00015111186
L66_1,4.0490704e-07,3.2986281e-07,5.479815e-07,3.8619182e-06,5.256734e-07,9.407813e-08,1.0734948e-07,2.268498e-07,2.0865991e-07,
L66_2,2.7669012e-07,2.2539461e-07,3.7446443e-07,2.639019e-06,3.5921403e-07,6.430491e-08,7.3356205e-08,1.5499245e-07,1.4259422e-07,3.8395956e-06
L66_3,1.3263343e-07,1.0805525e-07,1.7950515e-07,1.2650416e-06,1.7219281e-07,3.0828232e-08,3.5164703e-08,7.4309355e-08,6.8350346e-08,1.8405699e-06
L670_1,4.7472306e-05,9.987503e-05,0.00018243957,0.0002492927,5.23841e-05,0.00017789658,,,,
L7_1,8.9891546e-07,2.1291635e-07,3.5593985e-07,3.2854005e-06,6.0887396e-07,2.8216164e-08,5.6257704e-08,1.1967495e-07,1.5883415e-07,1.8087158e-06
L7_2,1.1511584e-06,3.780733e-07,6.1962055e-07,5.102367e-06,9.1909897e-07,4.6144123e-08,1.0244548e-07,2.1545566e-07,2.9205694e-07,3.027133e-06
